geoName,Real Estate Broker,year
Maryland,31,2017-02-28
Massachusetts,37,2017-02-28
Michigan,26,2017-02-28
Minnesota,0,2017-02-28
Mississippi,0,2017-02-28
Missouri,22,2017-02-28
Montana,0,2017-02-28
Nebraska,0,2017-02-28
Nevada,0,2017-02-28
New Hampshire,100,2017-02-28
New Jersey,19,2017-02-28
New Mexico,0,2017-02-28
New York,33,2017-02-28
North Carolina,12,2017-02-28
North Dakota,0,2017-02-28
Ohio,18,2017-02-28
Oklahoma,22,2017-02-28
Oregon,28,2017-02-28
Pennsylvania,10,2017-02-28
Rhode Island,53,2017-02-28
South Carolina,15,2017-02-28
South Dakota,0,2017-02-28
Tennessee,10,2017-02-28
Texas,15,2017-02-28
Utah,22,2017-02-28
Vermont,0,2017-02-28
Virginia,20,2017-02-28
Washington,16,2017-02-28
West Virginia,0,2017-02-28
Wisconsin,12,2017-02-28
Wyoming,0,2017-02-28
Alabama,0,2017-03-31
Alaska,0,2017-03-31
Arizona,40,2017-03-31
Arkansas,0,2017-03-31
California,16,2017-03-31
Colorado,0,2017-03-31
Connecticut,11,2017-03-31
Delaware,52,2017-03-31
District of Columbia,0,2017-03-31
Florida,16,2017-03-31
Georgia,11,2017-03-31
Hawaii,0,2017-03-31
Idaho,0,2017-03-31
Illinois,11,2017-03-31
Indiana,0,2017-03-31
Iowa,0,2017-03-31
Kansas,0,2017-03-31
Kentucky,13,2017-03-31
Louisiana,12,2017-03-31
Maine,0,2017-03-31
Maryland,0,2017-03-31
Massachusetts,5,2017-03-31
Michigan,4,2017-03-31
Minnesota,0,2017-03-31
Mississippi,0,2017-03-31
Missouri,8,2017-03-31
Montana,55,2017-03-31
Nebraska,0,2017-03-31
Nevada,0,2017-03-31
New Hampshire,34,2017-03-31
New Jersey,13,2017-03-31
New Mexico,28,2017-03-31
New York,30,2017-03-31
North Carolina,8,2017-03-31
North Dakota,0,2017-03-31
Ohio,4,2017-03-31
Oklahoma,15,2017-03-31
Oregon,9,2017-03-31
Pennsylvania,0,2017-03-31
Rhode Island,0,2017-03-31
South Carolina,0,2017-03-31
South Dakota,0,2017-03-31
Tennessee,7,2017-03-31
Texas,13,2017-03-31
Utah,0,2017-03-31
Vermont,0,2017-03-31
Virginia,5,2017-03-31
Washington,17,2017-03-31
West Virginia,0,2017-03-31
Wisconsin,0,2017-03-31
Wyoming,100,2017-03-31
Alabama,0,2017-04-30
Alaska,0,2017-04-30
Arizona,14,2017-04-30
Arkansas,0,2017-04-30
California,11,2017-04-30
Colorado,7,2017-04-30
Connecticut,12,2017-04-30
Delaware,0,2017-04-30
District of Columbia,38,2017-04-30
Florida,2,2017-04-30
Georgia,15,2017-04-30
Hawaii,0,2017-04-30
Idaho,0,2017-04-30
Illinois,26,2017-04-30
Indiana,8,2017-04-30
Iowa,0,2017-04-30
Kansas,0,2017-04-30
Kentucky,0,2017-04-30
Louisiana,0,2017-04-30
Maine,0,2017-04-30
Maryland,0,2017-04-30
Massachusetts,15,2017-04-30
Michigan,22,2017-04-30
Minnesota,8,2017-04-30
Mississippi,0,2017-04-30
Missouri,8,2017-04-30
Montana,0,2017-04-30
Nebraska,0,2017-04-30
Nevada,28,2017-04-30
New Hampshire,0,2017-04-30
New Jersey,17,2017-04-30
New Mexico,0,2017-04-30
New York,26,2017-04-30
North Carolina,24,2017-04-30
North Dakota,0,2017-04-30
Ohio,8,2017-04-30
Oklahoma,31,2017-04-30
Oregon,9,2017-04-30
Pennsylvania,7,2017-04-30
Rhode Island,37,2017-04-30
South Carolina,0,2017-04-30
South Dakota,0,2017-04-30
Tennessee,21,2017-04-30
Texas,16,2017-04-30
Utah,15,2017-04-30
Vermont,79,2017-04-30
Virginia,9,2017-04-30
Washington,11,2017-04-30
West Virginia,0,2017-04-30
Wisconsin,17,2017-04-30
Wyoming,100,2017-04-30
Alabama,19,2017-05-31
Alaska,0,2017-05-31
Arizona,12,2017-05-31
Arkansas,0,2017-05-31
California,28,2017-05-31
Colorado,25,2017-05-31
Connecticut,40,2017-05-31
Delaware,0,2017-05-31
District of Columbia,0,2017-05-31
Florida,21,2017-05-31
Georgia,26,2017-05-31
Hawaii,58,2017-05-31
Idaho,56,2017-05-31
Illinois,46,2017-05-31
Indiana,0,2017-05-31
Iowa,31,2017-05-31
Kansas,0,2017-05-31
Kentucky,0,2017-05-31
Louisiana,0,2017-05-31
Maine,0,2017-05-31
Maryland,63,2017-05-31
Massachusetts,36,2017-05-31
Michigan,7,2017-05-31
Minnesota,27,2017-05-31
Mississippi,0,2017-05-31
Missouri,28,2017-05-31
Montana,100,2017-05-31
Nebraska,40,2017-05-31
Nevada,0,2017-05-31
New Hampshire,0,2017-05-31
New Jersey,44,2017-05-31
New Mexico,49,2017-05-31
New York,33,2017-05-31
North Carolina,21,2017-05-31
North Dakota,0,2017-05-31
Ohio,7,2017-05-31
Oklahoma,0,2017-05-31
Oregon,16,2017-05-31
Pennsylvania,6,2017-05-31
Rhode Island,0,2017-05-31
South Carolina,0,2017-05-31
South Dakota,0,2017-05-31
Tennessee,0,2017-05-31
Texas,22,2017-05-31
Utah,0,2017-05-31
Vermont,0,2017-05-31
Virginia,33,2017-05-31
Washington,38,2017-05-31
West Virginia,0,2017-05-31
Wisconsin,15,2017-05-31
Wyoming,0,2017-05-31
Alabama,0,2017-06-30
Alaska,0,2017-06-30
Arizona,13,2017-06-30
Arkansas,0,2017-06-30
California,28,2017-06-30
Colorado,14,2017-06-30
Connecticut,48,2017-06-30
Delaware,0,2017-06-30
District of Columbia,28,2017-06-30
Florida,16,2017-06-30
Georgia,23,2017-06-30
Hawaii,63,2017-06-30
Idaho,0,2017-06-30
Illinois,12,2017-06-30
Indiana,16,2017-06-30
Iowa,0,2017-06-30
Kansas,0,2017-06-30
Kentucky,51,2017-06-30
Louisiana,49,2017-06-30
Maine,72,2017-06-30
Maryland,14,2017-06-30
Massachusetts,53,2017-06-30
Michigan,9,2017-06-30
Minnesota,47,2017-06-30
Mississippi,0,2017-06-30
Missouri,0,2017-06-30
Montana,0,2017-06-30
Nebraska,0,2017-06-30
Nevada,27,2017-06-30
New Hampshire,0,2017-06-30
New Jersey,44,2017-06-30
New Mexico,0,2017-06-30
New York,59,2017-06-30
North Carolina,41,2017-06-30
North Dakota,0,2017-06-30
Ohio,8,2017-06-30
Oklahoma,31,2017-06-30
Oregon,19,2017-06-30
Pennsylvania,7,2017-06-30
Rhode Island,0,2017-06-30
South Carolina,100,2017-06-30
South Dakota,0,2017-06-30
Tennessee,0,2017-06-30
Texas,25,2017-06-30
Utah,0,2017-06-30
Vermont,0,2017-06-30
Virginia,38,2017-06-30
Washington,33,2017-06-30
West Virginia,0,2017-06-30
Wisconsin,0,2017-06-30
Wyoming,0,2017-06-30
Alabama,30,2017-07-31
Alaska,0,2017-07-31
Arizona,35,2017-07-31
Arkansas,57,2017-07-31
California,46,2017-07-31
Colorado,18,2017-07-31
Connecticut,33,2017-07-31
Delaware,0,2017-07-31
District of Columbia,36,2017-07-31
Florida,71,2017-07-31
Georgia,20,2017-07-31
Hawaii,85,2017-07-31
Idaho,0,2017-07-31
Illinois,31,2017-07-31
Indiana,20,2017-07-31
Iowa,0,2017-07-31
Kansas,0,2017-07-31
Kentucky,0,2017-07-31
Louisiana,0,2017-07-31
Maine,0,2017-07-31
Maryland,19,2017-07-31
Massachusetts,29,2017-07-31
Michigan,48,2017-07-31
Minnesota,21,2017-07-31
Mississippi,59,2017-07-31
Missouri,20,2017-07-31
Montana,0,2017-07-31
Nebraska,0,2017-07-31
Nevada,0,2017-07-31
New Hampshire,90,2017-07-31
New Jersey,12,2017-07-31
New Mexico,74,2017-07-31
New York,84,2017-07-31
North Carolina,22,2017-07-31
North Dakota,0,2017-07-31
Ohio,11,2017-07-31
Oklahoma,40,2017-07-31
Oregon,49,2017-07-31
Pennsylvania,20,2017-07-31
Rhode Island,0,2017-07-31
South Carolina,27,2017-07-31
South Dakota,0,2017-07-31
Tennessee,36,2017-07-31
Texas,52,2017-07-31
Utah,0,2017-07-31
Vermont,0,2017-07-31
Virginia,25,2017-07-31
Washington,100,2017-07-31
West Virginia,0,2017-07-31
Wisconsin,0,2017-07-31
Wyoming,0,2017-07-31
Alabama,12,2017-08-31
Alaska,0,2017-08-31
Arizona,0,2017-08-31
Arkansas,0,2017-08-31
California,15,2017-08-31
Colorado,15,2017-08-31
Connecticut,13,2017-08-31
Delaware,54,2017-08-31
District of Columbia,0,2017-08-31
Florida,16,2017-08-31
Georgia,12,2017-08-31
Hawaii,0,2017-08-31
Idaho,66,2017-08-31
Illinois,10,2017-08-31
Indiana,8,2017-08-31
Iowa,36,2017-08-31
Kansas,0,2017-08-31
Kentucky,0,2017-08-31
Louisiana,0,2017-08-31
Maine,0,2017-08-31
Maryland,8,2017-08-31
Massachusetts,28,2017-08-31
Michigan,9,2017-08-31
Minnesota,0,2017-08-31
Mississippi,24,2017-08-31
Missouri,0,2017-08-31
Montana,0,2017-08-31
Nebraska,0,2017-08-31
Nevada,39,2017-08-31
New Hampshire,0,2017-08-31
New Jersey,5,2017-08-31
New Mexico,0,2017-08-31
New York,41,2017-08-31
North Carolina,13,2017-08-31
North Dakota,0,2017-08-31
Ohio,0,2017-08-31
Oklahoma,0,2017-08-31
Oregon,20,2017-08-31
Pennsylvania,8,2017-08-31
Rhode Island,0,2017-08-31
South Carolina,0,2017-08-31
South Dakota,0,2017-08-31
Tennessee,7,2017-08-31
Texas,6,2017-08-31
Utah,16,2017-08-31
Vermont,0,2017-08-31
Virginia,21,2017-08-31
Washington,36,2017-08-31
West Virginia,39,2017-08-31
Wisconsin,9,2017-08-31
Wyoming,100,2017-08-31
Alabama,11,2017-09-30
Alaska,0,2017-09-30
Arizona,27,2017-09-30
Arkansas,0,2017-09-30
California,13,2017-09-30
Colorado,29,2017-09-30
Connecticut,12,2017-09-30
Delaware,100,2017-09-30
District of Columbia,14,2017-09-30
Florida,10,2017-09-30
Georgia,11,2017-09-30
Hawaii,0,2017-09-30
Idaho,0,2017-09-30
Illinois,15,2017-09-30
Indiana,8,2017-09-30
Iowa,17,2017-09-30
Kansas,0,2017-09-30
Kentucky,25,2017-09-30
Louisiana,0,2017-09-30
Maine,0,2017-09-30
Maryland,0,2017-09-30
Massachusetts,26,2017-09-30
Michigan,0,2017-09-30
Minnesota,15,2017-09-30
Mississippi,44,2017-09-30
Missouri,16,2017-09-30
Montana,0,2017-09-30
Nebraska,0,2017-09-30
Nevada,14,2017-09-30
New Hampshire,0,2017-09-30
New Jersey,4,2017-09-30
New Mexico,0,2017-09-30
New York,18,2017-09-30
North Carolina,8,2017-09-30
North Dakota,0,2017-09-30
Ohio,8,2017-09-30
Oklahoma,0,2017-09-30
Oregon,54,2017-09-30
Pennsylvania,11,2017-09-30
Rhode Island,35,2017-09-30
South Carolina,0,2017-09-30
South Dakota,0,2017-09-30
Tennessee,0,2017-09-30
Texas,14,2017-09-30
Utah,0,2017-09-30
Vermont,0,2017-09-30
Virginia,5,2017-09-30
Washington,6,2017-09-30
West Virginia,0,2017-09-30
Wisconsin,8,2017-09-30
Wyoming,0,2017-09-30
Alabama,0,2017-10-31
Alaska,0,2017-10-31
Arizona,27,2017-10-31
Arkansas,0,2017-10-31
California,22,2017-10-31
Colorado,14,2017-10-31
Connecticut,0,2017-10-31
Delaware,100,2017-10-31
District of Columbia,52,2017-10-31
Florida,12,2017-10-31
Georgia,7,2017-10-31
Hawaii,0,2017-10-31
Idaho,0,2017-10-31
Illinois,36,2017-10-31
Indiana,0,2017-10-31
Iowa,32,2017-10-31
Kansas,0,2017-10-31
Kentucky,72,2017-10-31
Louisiana,49,2017-10-31
Maine,0,2017-10-31
Maryland,13,2017-10-31
Massachusetts,31,2017-10-31
Michigan,18,2017-10-31
Minnesota,15,2017-10-31
Mississippi,0,2017-10-31
Missouri,0,2017-10-31
Montana,0,2017-10-31
Nebraska,0,2017-10-31
Nevada,0,2017-10-31
New Hampshire,0,2017-10-31
New Jersey,43,2017-10-31
New Mexico,0,2017-10-31
New York,40,2017-10-31
North Carolina,32,2017-10-31
North Dakota,0,2017-10-31
Ohio,15,2017-10-31
Oklahoma,0,2017-10-31
Oregon,54,2017-10-31
Pennsylvania,7,2017-10-31
Rhode Island,0,2017-10-31
South Carolina,20,2017-10-31
South Dakota,0,2017-10-31
Tennessee,14,2017-10-31
Texas,15,2017-10-31
Utah,0,2017-10-31
Vermont,0,2017-10-31
Virginia,27,2017-10-31
Washington,43,2017-10-31
West Virginia,0,2017-10-31
Wisconsin,0,2017-10-31
Wyoming,0,2017-10-31
Alabama,11,2017-11-30
Alaska,0,2017-11-30
Arizona,48,2017-11-30
Arkansas,0,2017-11-30
California,16,2017-11-30
Colorado,7,2017-11-30
Connecticut,11,2017-11-30
Delaware,0,2017-11-30
District of Columbia,0,2017-11-30
Florida,13,2017-11-30
Georgia,7,2017-11-30
Hawaii,100,2017-11-30
Idaho,32,2017-11-30
Illinois,15,2017-11-30
Indiana,0,2017-11-30
Iowa,0,2017-11-30
Kansas,0,2017-11-30
Kentucky,0,2017-11-30
Louisiana,12,2017-11-30
Maine,0,2017-11-30
Maryland,13,2017-11-30
Massachusetts,5,2017-11-30
Michigan,5,2017-11-30
Minnesota,15,2017-11-30
Mississippi,0,2017-11-30
Missouri,0,2017-11-30
Montana,0,2017-11-30
Nebraska,0,2017-11-30
Nevada,0,2017-11-30
New Hampshire,34,2017-11-30
New Jersey,4,2017-11-30
New Mexico,0,2017-11-30
New York,28,2017-11-30
North Carolina,12,2017-11-30
North Dakota,0,2017-11-30
Ohio,0,2017-11-30
Oklahoma,0,2017-11-30
Oregon,19,2017-11-30
Pennsylvania,3,2017-11-30
Rhode Island,0,2017-11-30
South Carolina,0,2017-11-30
South Dakota,0,2017-11-30
Tennessee,0,2017-11-30
Texas,8,2017-11-30
Utah,15,2017-11-30
Vermont,0,2017-11-30
Virginia,9,2017-11-30
Washington,17,2017-11-30
West Virginia,0,2017-11-30
Wisconsin,8,2017-11-30
Wyoming,0,2017-11-30
Alabama,33,2017-12-31
Alaska,0,2017-12-31
Arizona,20,2017-12-31
Arkansas,0,2017-12-31
California,28,2017-12-31
Colorado,0,2017-12-31
Connecticut,52,2017-12-31
Delaware,77,2017-12-31
District of Columbia,58,2017-12-31
Florida,22,2017-12-31
Georgia,34,2017-12-31
Hawaii,0,2017-12-31
Idaho,0,2017-12-31
Illinois,23,2017-12-31
Indiana,0,2017-12-31
Iowa,0,2017-12-31
Kansas,27,2017-12-31
Kentucky,0,2017-12-31
Louisiana,0,2017-12-31
Maine,54,2017-12-31
Maryland,10,2017-12-31
Massachusetts,24,2017-12-31
Michigan,21,2017-12-31
Minnesota,0,2017-12-31
Mississippi,100,2017-12-31
Missouri,36,2017-12-31
Montana,0,2017-12-31
Nebraska,34,2017-12-31
Nevada,0,2017-12-31
New Hampshire,0,2017-12-31
New Jersey,13,2017-12-31
New Mexico,0,2017-12-31
New York,26,2017-12-31
North Carolina,12,2017-12-31
North Dakota,0,2017-12-31
Ohio,6,2017-12-31
Oklahoma,22,2017-12-31
Oregon,56,2017-12-31
Pennsylvania,26,2017-12-31
Rhode Island,0,2017-12-31
South Carolina,15,2017-12-31
South Dakota,0,2017-12-31
Tennessee,21,2017-12-31
Texas,20,2017-12-31
Utah,22,2017-12-31
Vermont,0,2017-12-31
Virginia,14,2017-12-31
Washington,33,2017-12-31
West Virginia,52,2017-12-31
Wisconsin,0,2017-12-31
Wyoming,0,2017-12-31
Alabama,0,2018-01-31
Alaska,0,2018-01-31
Arizona,13,2018-01-31
Arkansas,0,2018-01-31
California,14,2018-01-31
Colorado,15,2018-01-31
Connecticut,35,2018-01-31
Delaware,0,2018-01-31
District of Columbia,36,2018-01-31
Florida,8,2018-01-31
Georgia,8,2018-01-31
Hawaii,0,2018-01-31
Idaho,0,2018-01-31
Illinois,19,2018-01-31
Indiana,8,2018-01-31
Iowa,17,2018-01-31
Kansas,36,2018-01-31
Kentucky,36,2018-01-31
Louisiana,0,2018-01-31
Maine,0,2018-01-31
Maryland,0,2018-01-31
Massachusetts,33,2018-01-31
Michigan,10,2018-01-31
Minnesota,8,2018-01-31
Mississippi,0,2018-01-31
Missouri,23,2018-01-31
Montana,0,2018-01-31
Nebraska,0,2018-01-31
Nevada,0,2018-01-31
New Hampshire,0,2018-01-31
New Jersey,4,2018-01-31
New Mexico,26,2018-01-31
New York,14,2018-01-31
North Carolina,8,2018-01-31
North Dakota,0,2018-01-31
Ohio,8,2018-01-31
Oklahoma,0,2018-01-31
Oregon,19,2018-01-31
Pennsylvania,7,2018-01-31
Rhode Island,0,2018-01-31
South Carolina,10,2018-01-31
South Dakota,0,2018-01-31
Tennessee,7,2018-01-31
Texas,9,2018-01-31
Utah,15,2018-01-31
Vermont,0,2018-01-31
Virginia,22,2018-01-31
Washington,6,2018-01-31
West Virginia,0,2018-01-31
Wisconsin,0,2018-01-31
Wyoming,100,2018-01-31
Alabama,81,2018-02-28
Alaska,0,2018-02-28
Arizona,48,2018-02-28
Arkansas,0,2018-02-28
California,44,2018-02-28
Colorado,53,2018-02-28
Connecticut,0,2018-02-28
Delaware,0,2018-02-28
District of Columbia,0,2018-02-28
Florida,60,2018-02-28
Georgia,17,2018-02-28
Hawaii,0,2018-02-28
Idaho,0,2018-02-28
Illinois,52,2018-02-28
Indiana,36,2018-02-28
Iowa,41,2018-02-28
Kansas,0,2018-02-28
Kentucky,29,2018-02-28
Louisiana,86,2018-02-28
Maine,0,2018-02-28
Maryland,64,2018-02-28
Massachusetts,38,2018-02-28
Michigan,0,2018-02-28
Minnesota,56,2018-02-28
Mississippi,53,2018-02-28
Missouri,37,2018-02-28
Montana,0,2018-02-28
Nebraska,0,2018-02-28
Nevada,71,2018-02-28
New Hampshire,0,2018-02-28
New Jersey,0,2018-02-28
New Mexico,0,2018-02-28
New York,100,2018-02-28
North Carolina,19,2018-02-28
North Dakota,0,2018-02-28
Ohio,37,2018-02-28
Oklahoma,0,2018-02-28
Oregon,45,2018-02-28
Pennsylvania,25,2018-02-28
Rhode Island,0,2018-02-28
South Carolina,24,2018-02-28
South Dakota,0,2018-02-28
Tennessee,34,2018-02-28
Texas,51,2018-02-28
Utah,35,2018-02-28
Vermont,0,2018-02-28
Virginia,43,2018-02-28
Washington,83,2018-02-28
West Virginia,0,2018-02-28
Wisconsin,19,2018-02-28
Wyoming,0,2018-02-28
Alabama,30,2018-03-31
Alaska,0,2018-03-31
Arizona,9,2018-03-31
Arkansas,26,2018-03-31
California,17,2018-03-31
Colorado,10,2018-03-31
Connecticut,0,2018-03-31
Delaware,0,2018-03-31
District of Columbia,44,2018-03-31
Florida,43,2018-03-31
Georgia,10,2018-03-31
Hawaii,0,2018-03-31
Idaho,0,2018-03-31
Illinois,29,2018-03-31
Indiana,0,2018-03-31
Iowa,0,2018-03-31
Kansas,0,2018-03-31
Kentucky,33,2018-03-31
Louisiana,33,2018-03-31
Maine,0,2018-03-31
Maryland,18,2018-03-31
Massachusetts,14,2018-03-31
Michigan,26,2018-03-31
Minnesota,10,2018-03-31
Mississippi,0,2018-03-31
Missouri,0,2018-03-31
Montana,0,2018-03-31
Nebraska,30,2018-03-31
Nevada,59,2018-03-31
New Hampshire,46,2018-03-31
New Jersey,30,2018-03-31
New Mexico,0,2018-03-31
New York,33,2018-03-31
North Carolina,11,2018-03-31
North Dakota,0,2018-03-31
Ohio,15,2018-03-31
Oklahoma,0,2018-03-31
Oregon,0,2018-03-31
Pennsylvania,14,2018-03-31
Rhode Island,0,2018-03-31
South Carolina,14,2018-03-31
South Dakota,0,2018-03-31
Tennessee,18,2018-03-31
Texas,14,2018-03-31
Utah,20,2018-03-31
Vermont,100,2018-03-31
Virginia,48,2018-03-31
Washington,23,2018-03-31
West Virginia,47,2018-03-31
Wisconsin,11,2018-03-31
Wyoming,0,2018-03-31
Alabama,0,2018-04-30
Alaska,0,2018-04-30
Arizona,29,2018-04-30
Arkansas,0,2018-04-30
California,38,2018-04-30
Colorado,47,2018-04-30
Connecticut,48,2018-04-30
Delaware,0,2018-04-30
District of Columbia,0,2018-04-30
Florida,26,2018-04-30
Georgia,42,2018-04-30
Hawaii,0,2018-04-30
Idaho,0,2018-04-30
Illinois,85,2018-04-30
Indiana,0,2018-04-30
Iowa,0,2018-04-30
Kansas,39,2018-04-30
Kentucky,26,2018-04-30
Louisiana,0,2018-04-30
Maine,0,2018-04-30
Maryland,28,2018-04-30
Massachusetts,35,2018-04-30
Michigan,41,2018-04-30
Minnesota,50,2018-04-30
Mississippi,100,2018-04-30
Missouri,17,2018-04-30
Montana,0,2018-04-30
Nebraska,0,2018-04-30
Nevada,0,2018-04-30
New Hampshire,72,2018-04-30
New Jersey,18,2018-04-30
New Mexico,0,2018-04-30
New York,40,2018-04-30
North Carolina,44,2018-04-30
North Dakota,0,2018-04-30
Ohio,33,2018-04-30
Oklahoma,0,2018-04-30
Oregon,79,2018-04-30
Pennsylvania,30,2018-04-30
Rhode Island,0,2018-04-30
South Carolina,86,2018-04-30
South Dakota,0,2018-04-30
Tennessee,45,2018-04-30
Texas,26,2018-04-30
Utah,32,2018-04-30
Vermont,0,2018-04-30
Virginia,20,2018-04-30
Washington,25,2018-04-30
West Virginia,0,2018-04-30
Wisconsin,34,2018-04-30
Wyoming,0,2018-04-30
Alabama,26,2018-05-31
Alaska,0,2018-05-31
Arizona,46,2018-05-31
Arkansas,0,2018-05-31
California,32,2018-05-31
Colorado,33,2018-05-31
Connecticut,26,2018-05-31
Delaware,0,2018-05-31
District of Columbia,0,2018-05-31
Florida,60,2018-05-31
Georgia,43,2018-05-31
Hawaii,0,2018-05-31
Idaho,0,2018-05-31
Illinois,42,2018-05-31
Indiana,36,2018-05-31
Iowa,0,2018-05-31
Kansas,43,2018-05-31
Kentucky,0,2018-05-31
Louisiana,55,2018-05-31
Maine,0,2018-05-31
Maryland,15,2018-05-31
Massachusetts,24,2018-05-31
Michigan,32,2018-05-31
Minnesota,18,2018-05-31
Mississippi,0,2018-05-31
Missouri,0,2018-05-31
Montana,0,2018-05-31
Nebraska,0,2018-05-31
Nevada,33,2018-05-31
New Hampshire,0,2018-05-31
New Jersey,48,2018-05-31
New Mexico,57,2018-05-31
New York,43,2018-05-31
North Carolina,39,2018-05-31
North Dakota,0,2018-05-31
Ohio,36,2018-05-31
Oklahoma,33,2018-05-31
Oregon,41,2018-05-31
Pennsylvania,0,2018-05-31
Rhode Island,0,2018-05-31
South Carolina,24,2018-05-31
South Dakota,0,2018-05-31
Tennessee,31,2018-05-31
Texas,30,2018-05-31
Utah,100,2018-05-31
Vermont,0,2018-05-31
Virginia,21,2018-05-31
Washington,76,2018-05-31
West Virginia,0,2018-05-31
Wisconsin,55,2018-05-31
Wyoming,0,2018-05-31
Alabama,0,2018-06-30
Alaska,0,2018-06-30
Arizona,20,2018-06-30
Arkansas,0,2018-06-30
California,18,2018-06-30
Colorado,11,2018-06-30
Connecticut,35,2018-06-30
Delaware,0,2018-06-30
District of Columbia,51,2018-06-30
Florida,30,2018-06-30
Georgia,17,2018-06-30
Hawaii,100,2018-06-30
Idaho,0,2018-06-30
Illinois,28,2018-06-30
Indiana,0,2018-06-30
Iowa,0,2018-06-30
Kansas,56,2018-06-30
Kentucky,0,2018-06-30
Louisiana,18,2018-06-30
Maine,51,2018-06-30
Maryland,10,2018-06-30
Massachusetts,24,2018-06-30
Michigan,21,2018-06-30
Minnesota,0,2018-06-30
Mississippi,0,2018-06-30
Missouri,24,2018-06-30
Montana,0,2018-06-30
Nebraska,35,2018-06-30
Nevada,0,2018-06-30
New Hampshire,0,2018-06-30
New Jersey,13,2018-06-30
New Mexico,0,2018-06-30
New York,40,2018-06-30
North Carolina,25,2018-06-30
North Dakota,0,2018-06-30
Ohio,18,2018-06-30
Oklahoma,0,2018-06-30
Oregon,43,2018-06-30
Pennsylvania,11,2018-06-30
Rhode Island,0,2018-06-30
South Carolina,15,2018-06-30
South Dakota,0,2018-06-30
Tennessee,41,2018-06-30
Texas,18,2018-06-30
Utah,0,2018-06-30
Vermont,0,2018-06-30
Virginia,28,2018-06-30
Washington,58,2018-06-30
West Virginia,0,2018-06-30
Wisconsin,12,2018-06-30
Wyoming,0,2018-06-30
Alabama,61,2018-07-31
Alaska,0,2018-07-31
Arizona,27,2018-07-31
Arkansas,0,2018-07-31
California,29,2018-07-31
Colorado,19,2018-07-31
Connecticut,32,2018-07-31
Delaware,0,2018-07-31
District of Columbia,0,2018-07-31
Florida,30,2018-07-31
Georgia,29,2018-07-31
Hawaii,0,2018-07-31
Idaho,0,2018-07-31
Illinois,25,2018-07-31
Indiana,30,2018-07-31
Iowa,0,2018-07-31
Kansas,0,2018-07-31
Kentucky,17,2018-07-31
Louisiana,16,2018-07-31
Maine,0,2018-07-31
Maryland,19,2018-07-31
Massachusetts,30,2018-07-31
Michigan,13,2018-07-31
Minnesota,0,2018-07-31
Mississippi,0,2018-07-31
Missouri,0,2018-07-31
Montana,72,2018-07-31
Nebraska,30,2018-07-31
Nevada,100,2018-07-31
New Hampshire,0,2018-07-31
New Jersey,24,2018-07-31
New Mexico,0,2018-07-31
New York,37,2018-07-31
North Carolina,23,2018-07-31
North Dakota,0,2018-07-31
Ohio,16,2018-07-31
Oklahoma,20,2018-07-31
Oregon,42,2018-07-31
Pennsylvania,19,2018-07-31
Rhode Island,56,2018-07-31
South Carolina,14,2018-07-31
South Dakota,0,2018-07-31
Tennessee,37,2018-07-31
Texas,20,2018-07-31
Utah,39,2018-07-31
Vermont,0,2018-07-31
Virginia,7,2018-07-31
Washington,22,2018-07-31
West Virginia,0,2018-07-31
Wisconsin,22,2018-07-31
Wyoming,0,2018-07-31
Alabama,20,2018-08-31
Alaska,0,2018-08-31
Arizona,49,2018-08-31
Arkansas,0,2018-08-31
California,24,2018-08-31
Colorado,13,2018-08-31
Connecticut,0,2018-08-31
Delaware,0,2018-08-31
District of Columbia,0,2018-08-31
Florida,49,2018-08-31
Georgia,20,2018-08-31
Hawaii,0,2018-08-31
Idaho,0,2018-08-31
Illinois,23,2018-08-31
Indiana,0,2018-08-31
Iowa,0,2018-08-31
Kansas,33,2018-08-31
Kentucky,46,2018-08-31
Louisiana,45,2018-08-31
Maine,0,2018-08-31
Maryland,0,2018-08-31
Massachusetts,69,2018-08-31
Michigan,0,2018-08-31
Minnesota,0,2018-08-31
Mississippi,0,2018-08-31
Missouri,15,2018-08-31
Montana,100,2018-08-31
Nebraska,0,2018-08-31
Nevada,27,2018-08-31
New Hampshire,0,2018-08-31
New Jersey,24,2018-08-31
New Mexico,0,2018-08-31
New York,17,2018-08-31
North Carolina,23,2018-08-31
North Dakota,0,2018-08-31
Ohio,0,2018-08-31
Oklahoma,26,2018-08-31
Oregon,40,2018-08-31
Pennsylvania,19,2018-08-31
Rhode Island,0,2018-08-31
South Carolina,0,2018-08-31
South Dakota,0,2018-08-31
Tennessee,13,2018-08-31
Texas,24,2018-08-31
Utah,0,2018-08-31
Vermont,0,2018-08-31
Virginia,17,2018-08-31
Washington,11,2018-08-31
West Virginia,0,2018-08-31
Wisconsin,43,2018-08-31
Wyoming,0,2018-08-31
Alabama,21,2018-09-30
Alaska,0,2018-09-30
Arizona,13,2018-09-30
Arkansas,0,2018-09-30
California,23,2018-09-30
Colorado,27,2018-09-30
Connecticut,84,2018-09-30
Delaware,0,2018-09-30
District of Columbia,0,2018-09-30
Florida,51,2018-09-30
Georgia,14,2018-09-30
Hawaii,66,2018-09-30
Idaho,0,2018-09-30
Illinois,6,2018-09-30
Indiana,29,2018-09-30
Iowa,0,2018-09-30
Kansas,33,2018-09-30
Kentucky,23,2018-09-30
Louisiana,0,2018-09-30
Maine,0,2018-09-30
Maryland,0,2018-09-30
