geoName,redfin,year
Ohio,2,2017-02-28
Oklahoma,5,2017-02-28
Oregon,55,2017-02-28
Pennsylvania,6,2017-02-28
Rhode Island,11,2017-02-28
South Carolina,2,2017-02-28
South Dakota,0,2017-02-28
Tennessee,6,2017-02-28
Texas,8,2017-02-28
Utah,6,2017-02-28
Vermont,7,2017-02-28
Virginia,30,2017-02-28
Washington,100,2017-02-28
West Virginia,0,2017-02-28
Wisconsin,6,2017-02-28
Wyoming,0,2017-02-28
Alabama,0,2017-03-31
Alaska,0,2017-03-31
Arizona,23,2017-03-31
Arkansas,2,2017-03-31
California,51,2017-03-31
Colorado,27,2017-03-31
Connecticut,5,2017-03-31
Delaware,23,2017-03-31
District of Columbia,36,2017-03-31
Florida,8,2017-03-31
Georgia,8,2017-03-31
Hawaii,7,2017-03-31
Idaho,10,2017-03-31
Illinois,49,2017-03-31
Indiana,3,2017-03-31
Iowa,0,2017-03-31
Kansas,2,2017-03-31
Kentucky,3,2017-03-31
Louisiana,1,2017-03-31
Maine,4,2017-03-31
Maryland,52,2017-03-31
Massachusetts,32,2017-03-31
Michigan,3,2017-03-31
Minnesota,5,2017-03-31
Mississippi,0,2017-03-31
Missouri,2,2017-03-31
Montana,0,2017-03-31
Nebraska,10,2017-03-31
Nevada,20,2017-03-31
New Hampshire,11,2017-03-31
New Jersey,3,2017-03-31
New Mexico,0,2017-03-31
New York,10,2017-03-31
North Carolina,10,2017-03-31
North Dakota,0,2017-03-31
Ohio,4,2017-03-31
Oklahoma,2,2017-03-31
Oregon,48,2017-03-31
Pennsylvania,5,2017-03-31
Rhode Island,20,2017-03-31
South Carolina,0,2017-03-31
South Dakota,0,2017-03-31
Tennessee,5,2017-03-31
Texas,6,2017-03-31
Utah,5,2017-03-31
Vermont,0,2017-03-31
Virginia,28,2017-03-31
Washington,100,2017-03-31
West Virginia,12,2017-03-31
Wisconsin,6,2017-03-31
Wyoming,0,2017-03-31
Alabama,0,2017-04-30
Alaska,0,2017-04-30
Arizona,14,2017-04-30
Arkansas,0,2017-04-30
California,42,2017-04-30
Colorado,21,2017-04-30
Connecticut,0,2017-04-30
Delaware,5,2017-04-30
District of Columbia,39,2017-04-30
Florida,6,2017-04-30
Georgia,5,2017-04-30
Hawaii,12,2017-04-30
Idaho,0,2017-04-30
Illinois,38,2017-04-30
Indiana,4,2017-04-30
Iowa,3,2017-04-30
Kansas,2,2017-04-30
Kentucky,2,2017-04-30
Louisiana,3,2017-04-30
Maine,0,2017-04-30
Maryland,49,2017-04-30
Massachusetts,25,2017-04-30
Michigan,6,2017-04-30
Minnesota,4,2017-04-30
Mississippi,2,2017-04-30
Missouri,4,2017-04-30
Montana,0,2017-04-30
Nebraska,6,2017-04-30
Nevada,23,2017-04-30
New Hampshire,6,2017-04-30
New Jersey,7,2017-04-30
New Mexico,3,2017-04-30
New York,8,2017-04-30
North Carolina,7,2017-04-30
North Dakota,6,2017-04-30
Ohio,6,2017-04-30
Oklahoma,4,2017-04-30
Oregon,52,2017-04-30
Pennsylvania,8,2017-04-30
Rhode Island,17,2017-04-30
South Carolina,5,2017-04-30
South Dakota,0,2017-04-30
Tennessee,10,2017-04-30
Texas,4,2017-04-30
Utah,11,2017-04-30
Vermont,0,2017-04-30
Virginia,25,2017-04-30
Washington,100,2017-04-30
West Virginia,3,2017-04-30
Wisconsin,5,2017-04-30
Wyoming,0,2017-04-30
Alabama,2,2017-05-31
Alaska,0,2017-05-31
Arizona,16,2017-05-31
Arkansas,2,2017-05-31
California,48,2017-05-31
Colorado,27,2017-05-31
Connecticut,0,2017-05-31
Delaware,0,2017-05-31
District of Columbia,38,2017-05-31
Florida,5,2017-05-31
Georgia,5,2017-05-31
Hawaii,0,2017-05-31
Idaho,0,2017-05-31
Illinois,38,2017-05-31
Indiana,6,2017-05-31
Iowa,0,2017-05-31
Kansas,2,2017-05-31
Kentucky,0,2017-05-31
Louisiana,7,2017-05-31
Maine,4,2017-05-31
Maryland,41,2017-05-31
Massachusetts,24,2017-05-31
Michigan,6,2017-05-31
Minnesota,7,2017-05-31
Mississippi,0,2017-05-31
Missouri,2,2017-05-31
Montana,0,2017-05-31
Nebraska,0,2017-05-31
Nevada,24,2017-05-31
New Hampshire,11,2017-05-31
New Jersey,6,2017-05-31
New Mexico,6,2017-05-31
New York,8,2017-05-31
North Carolina,4,2017-05-31
North Dakota,0,2017-05-31
Ohio,3,2017-05-31
Oklahoma,5,2017-05-31
Oregon,61,2017-05-31
Pennsylvania,8,2017-05-31
Rhode Island,16,2017-05-31
South Carolina,1,2017-05-31
South Dakota,0,2017-05-31
Tennessee,10,2017-05-31
Texas,9,2017-05-31
Utah,13,2017-05-31
Vermont,18,2017-05-31
Virginia,24,2017-05-31
Washington,100,2017-05-31
West Virginia,4,2017-05-31
Wisconsin,9,2017-05-31
Wyoming,0,2017-05-31
Alabama,1,2017-06-30
Alaska,6,2017-06-30
Arizona,17,2017-06-30
Arkansas,2,2017-06-30
California,41,2017-06-30
Colorado,30,2017-06-30
Connecticut,3,2017-06-30
Delaware,8,2017-06-30
District of Columbia,37,2017-06-30
Florida,5,2017-06-30
Georgia,9,2017-06-30
Hawaii,5,2017-06-30
Idaho,0,2017-06-30
Illinois,36,2017-06-30
Indiana,3,2017-06-30
Iowa,0,2017-06-30
Kansas,3,2017-06-30
Kentucky,0,2017-06-30
Louisiana,4,2017-06-30
Maine,3,2017-06-30
Maryland,40,2017-06-30
Massachusetts,18,2017-06-30
Michigan,3,2017-06-30
Minnesota,3,2017-06-30
Mississippi,0,2017-06-30
Missouri,3,2017-06-30
Montana,5,2017-06-30
Nebraska,4,2017-06-30
Nevada,15,2017-06-30
New Hampshire,0,2017-06-30
New Jersey,8,2017-06-30
New Mexico,2,2017-06-30
New York,7,2017-06-30
North Carolina,8,2017-06-30
North Dakota,6,2017-06-30
Ohio,5,2017-06-30
Oklahoma,3,2017-06-30
Oregon,51,2017-06-30
Pennsylvania,8,2017-06-30
Rhode Island,6,2017-06-30
South Carolina,3,2017-06-30
South Dakota,0,2017-06-30
Tennessee,6,2017-06-30
Texas,9,2017-06-30
Utah,9,2017-06-30
Vermont,13,2017-06-30
Virginia,19,2017-06-30
Washington,100,2017-06-30
West Virginia,6,2017-06-30
Wisconsin,4,2017-06-30
Wyoming,0,2017-06-30
Alabama,1,2017-07-31
Alaska,6,2017-07-31
Arizona,17,2017-07-31
Arkansas,0,2017-07-31
California,43,2017-07-31
Colorado,15,2017-07-31
Connecticut,2,2017-07-31
Delaware,4,2017-07-31
District of Columbia,39,2017-07-31
Florida,6,2017-07-31
Georgia,5,2017-07-31
Hawaii,8,2017-07-31
Idaho,0,2017-07-31
Illinois,29,2017-07-31
Indiana,2,2017-07-31
Iowa,0,2017-07-31
Kansas,2,2017-07-31
Kentucky,3,2017-07-31
Louisiana,3,2017-07-31
Maine,3,2017-07-31
Maryland,32,2017-07-31
Massachusetts,25,2017-07-31
Michigan,6,2017-07-31
Minnesota,7,2017-07-31
Mississippi,0,2017-07-31
Missouri,4,2017-07-31
Montana,0,2017-07-31
Nebraska,4,2017-07-31
Nevada,23,2017-07-31
New Hampshire,3,2017-07-31
New Jersey,4,2017-07-31
New Mexico,2,2017-07-31
New York,8,2017-07-31
North Carolina,6,2017-07-31
North Dakota,0,2017-07-31
Ohio,5,2017-07-31
Oklahoma,0,2017-07-31
Oregon,47,2017-07-31
Pennsylvania,6,2017-07-31
Rhode Island,6,2017-07-31
South Carolina,4,2017-07-31
South Dakota,0,2017-07-31
Tennessee,5,2017-07-31
Texas,7,2017-07-31
Utah,4,2017-07-31
Vermont,7,2017-07-31
Virginia,19,2017-07-31
Washington,100,2017-07-31
West Virginia,0,2017-07-31
Wisconsin,4,2017-07-31
Wyoming,8,2017-07-31
Alabama,5,2017-08-31
Alaska,9,2017-08-31
Arizona,14,2017-08-31
Arkansas,2,2017-08-31
California,48,2017-08-31
Colorado,26,2017-08-31
Connecticut,5,2017-08-31
Delaware,11,2017-08-31
District of Columbia,24,2017-08-31
Florida,6,2017-08-31
Georgia,5,2017-08-31
Hawaii,7,2017-08-31
Idaho,0,2017-08-31
Illinois,42,2017-08-31
Indiana,4,2017-08-31
Iowa,2,2017-08-31
Kansas,1,2017-08-31
Kentucky,4,2017-08-31
Louisiana,6,2017-08-31
Maine,4,2017-08-31
Maryland,32,2017-08-31
Massachusetts,29,2017-08-31
Michigan,4,2017-08-31
Minnesota,6,2017-08-31
Mississippi,0,2017-08-31
Missouri,6,2017-08-31
Montana,6,2017-08-31
Nebraska,5,2017-08-31
Nevada,23,2017-08-31
New Hampshire,15,2017-08-31
New Jersey,6,2017-08-31
New Mexico,6,2017-08-31
New York,9,2017-08-31
North Carolina,6,2017-08-31
North Dakota,0,2017-08-31
Ohio,5,2017-08-31
Oklahoma,3,2017-08-31
Oregon,45,2017-08-31
Pennsylvania,9,2017-08-31
Rhode Island,8,2017-08-31
South Carolina,7,2017-08-31
South Dakota,0,2017-08-31
Tennessee,7,2017-08-31
Texas,7,2017-08-31
Utah,5,2017-08-31
Vermont,0,2017-08-31
Virginia,15,2017-08-31
Washington,100,2017-08-31
West Virginia,8,2017-08-31
Wisconsin,7,2017-08-31
Wyoming,0,2017-08-31
Alabama,3,2017-09-30
Alaska,0,2017-09-30
Arizona,12,2017-09-30
Arkansas,2,2017-09-30
California,41,2017-09-30
Colorado,20,2017-09-30
Connecticut,4,2017-09-30
Delaware,0,2017-09-30
District of Columbia,45,2017-09-30
Florida,6,2017-09-30
Georgia,5,2017-09-30
Hawaii,10,2017-09-30
Idaho,3,2017-09-30
Illinois,29,2017-09-30
Indiana,2,2017-09-30
Iowa,5,2017-09-30
Kansas,4,2017-09-30
Kentucky,0,2017-09-30
Louisiana,6,2017-09-30
Maine,7,2017-09-30
Maryland,32,2017-09-30
Massachusetts,24,2017-09-30
Michigan,4,2017-09-30
Minnesota,6,2017-09-30
Mississippi,0,2017-09-30
Missouri,2,2017-09-30
Montana,6,2017-09-30
Nebraska,5,2017-09-30
Nevada,14,2017-09-30
New Hampshire,14,2017-09-30
New Jersey,6,2017-09-30
New Mexico,6,2017-09-30
New York,8,2017-09-30
North Carolina,10,2017-09-30
North Dakota,0,2017-09-30
Ohio,3,2017-09-30
Oklahoma,6,2017-09-30
Oregon,53,2017-09-30
Pennsylvania,5,2017-09-30
Rhode Island,14,2017-09-30
South Carolina,4,2017-09-30
South Dakota,0,2017-09-30
Tennessee,6,2017-09-30
Texas,5,2017-09-30
Utah,6,2017-09-30
Vermont,0,2017-09-30
Virginia,22,2017-09-30
Washington,100,2017-09-30
West Virginia,0,2017-09-30
Wisconsin,4,2017-09-30
Wyoming,19,2017-09-30
Alabama,1,2017-10-31
Alaska,0,2017-10-31
Arizona,14,2017-10-31
Arkansas,0,2017-10-31
California,50,2017-10-31
Colorado,29,2017-10-31
Connecticut,5,2017-10-31
Delaware,13,2017-10-31
District of Columbia,64,2017-10-31
Florida,6,2017-10-31
Georgia,11,2017-10-31
Hawaii,18,2017-10-31
Idaho,8,2017-10-31
Illinois,30,2017-10-31
Indiana,3,2017-10-31
Iowa,2,2017-10-31
Kansas,0,2017-10-31
Kentucky,5,2017-10-31
Louisiana,7,2017-10-31
Maine,0,2017-10-31
Maryland,53,2017-10-31
Massachusetts,28,2017-10-31
Michigan,7,2017-10-31
Minnesota,7,2017-10-31
Mississippi,0,2017-10-31
Missouri,5,2017-10-31
Montana,0,2017-10-31
Nebraska,0,2017-10-31
Nevada,20,2017-10-31
New Hampshire,14,2017-10-31
New Jersey,7,2017-10-31
New Mexico,0,2017-10-31
New York,8,2017-10-31
North Carolina,6,2017-10-31
North Dakota,0,2017-10-31
Ohio,5,2017-10-31
Oklahoma,2,2017-10-31
Oregon,56,2017-10-31
Pennsylvania,7,2017-10-31
Rhode Island,21,2017-10-31
South Carolina,1,2017-10-31
South Dakota,0,2017-10-31
Tennessee,16,2017-10-31
Texas,10,2017-10-31
Utah,2,2017-10-31
Vermont,20,2017-10-31
Virginia,18,2017-10-31
Washington,100,2017-10-31
West Virginia,0,2017-10-31
Wisconsin,8,2017-10-31
Wyoming,0,2017-10-31
Alabama,3,2017-11-30
Alaska,0,2017-11-30
Arizona,17,2017-11-30
Arkansas,3,2017-11-30
California,47,2017-11-30
Colorado,20,2017-11-30
Connecticut,3,2017-11-30
Delaware,6,2017-11-30
District of Columbia,62,2017-11-30
Florida,6,2017-11-30
Georgia,8,2017-11-30
Hawaii,18,2017-11-30
Idaho,4,2017-11-30
Illinois,31,2017-11-30
Indiana,2,2017-11-30
Iowa,0,2017-11-30
Kansas,2,2017-11-30
Kentucky,6,2017-11-30
Louisiana,2,2017-11-30
Maine,9,2017-11-30
Maryland,36,2017-11-30
Massachusetts,24,2017-11-30
Michigan,7,2017-11-30
Minnesota,8,2017-11-30
Mississippi,0,2017-11-30
Missouri,6,2017-11-30
Montana,0,2017-11-30
Nebraska,0,2017-11-30
Nevada,12,2017-11-30
New Hampshire,0,2017-11-30
New Jersey,3,2017-11-30
New Mexico,7,2017-11-30
New York,8,2017-11-30
North Carolina,6,2017-11-30
North Dakota,9,2017-11-30
Ohio,3,2017-11-30
Oklahoma,2,2017-11-30
Oregon,45,2017-11-30
Pennsylvania,4,2017-11-30
Rhode Island,5,2017-11-30
South Carolina,3,2017-11-30
South Dakota,0,2017-11-30
Tennessee,5,2017-11-30
Texas,7,2017-11-30
Utah,8,2017-11-30
Vermont,19,2017-11-30
Virginia,18,2017-11-30
Washington,100,2017-11-30
West Virginia,5,2017-11-30
Wisconsin,6,2017-11-30
Wyoming,0,2017-11-30
Alabama,4,2017-12-31
Alaska,0,2017-12-31
Arizona,16,2017-12-31
Arkansas,4,2017-12-31
California,45,2017-12-31
Colorado,29,2017-12-31
Connecticut,2,2017-12-31
Delaware,11,2017-12-31
District of Columbia,67,2017-12-31
Florida,7,2017-12-31
Georgia,8,2017-12-31
Hawaii,11,2017-12-31
Idaho,3,2017-12-31
Illinois,39,2017-12-31
Indiana,3,2017-12-31
Iowa,0,2017-12-31
Kansas,8,2017-12-31
Kentucky,3,2017-12-31
Louisiana,0,2017-12-31
Maine,4,2017-12-31
Maryland,34,2017-12-31
Massachusetts,21,2017-12-31
Michigan,6,2017-12-31
Minnesota,5,2017-12-31
Mississippi,2,2017-12-31
Missouri,3,2017-12-31
Montana,12,2017-12-31
Nebraska,2,2017-12-31
Nevada,16,2017-12-31
New Hampshire,4,2017-12-31
New Jersey,4,2017-12-31
New Mexico,0,2017-12-31
New York,10,2017-12-31
North Carolina,8,2017-12-31
North Dakota,0,2017-12-31
Ohio,3,2017-12-31
Oklahoma,2,2017-12-31
Oregon,39,2017-12-31
Pennsylvania,11,2017-12-31
Rhode Island,4,2017-12-31
South Carolina,3,2017-12-31
South Dakota,0,2017-12-31
Tennessee,11,2017-12-31
Texas,10,2017-12-31
Utah,11,2017-12-31
Vermont,0,2017-12-31
Virginia,24,2017-12-31
Washington,100,2017-12-31
West Virginia,8,2017-12-31
Wisconsin,7,2017-12-31
Wyoming,0,2017-12-31
Alabama,2,2018-01-31
Alaska,8,2018-01-31
Arizona,17,2018-01-31
Arkansas,0,2018-01-31
California,46,2018-01-31
Colorado,17,2018-01-31
Connecticut,5,2018-01-31
Delaware,5,2018-01-31
District of Columbia,32,2018-01-31
Florida,9,2018-01-31
Georgia,5,2018-01-31
Hawaii,10,2018-01-31
Idaho,0,2018-01-31
Illinois,37,2018-01-31
Indiana,7,2018-01-31
Iowa,0,2018-01-31
Kansas,7,2018-01-31
Kentucky,0,2018-01-31
Louisiana,6,2018-01-31
Maine,8,2018-01-31
Maryland,49,2018-01-31
Massachusetts,31,2018-01-31
Michigan,4,2018-01-31
Minnesota,8,2018-01-31
Mississippi,2,2018-01-31
Missouri,2,2018-01-31
Montana,0,2018-01-31
Nebraska,2,2018-01-31
Nevada,24,2018-01-31
New Hampshire,3,2018-01-31
New Jersey,6,2018-01-31
New Mexico,3,2018-01-31
New York,8,2018-01-31
North Carolina,10,2018-01-31
North Dakota,0,2018-01-31
Ohio,5,2018-01-31
Oklahoma,3,2018-01-31
Oregon,44,2018-01-31
Pennsylvania,7,2018-01-31
Rhode Island,4,2018-01-31
South Carolina,7,2018-01-31
South Dakota,0,2018-01-31
Tennessee,5,2018-01-31
Texas,10,2018-01-31
Utah,3,2018-01-31
Vermont,0,2018-01-31
Virginia,16,2018-01-31
Washington,100,2018-01-31
West Virginia,0,2018-01-31
Wisconsin,5,2018-01-31
Wyoming,0,2018-01-31
Alabama,1,2018-02-28
Alaska,13,2018-02-28
Arizona,13,2018-02-28
Arkansas,3,2018-02-28
California,41,2018-02-28
Colorado,26,2018-02-28
Connecticut,1,2018-02-28
Delaware,4,2018-02-28
District of Columbia,37,2018-02-28
Florida,7,2018-02-28
Georgia,5,2018-02-28
Hawaii,0,2018-02-28
Idaho,5,2018-02-28
Illinois,31,2018-02-28
Indiana,2,2018-02-28
Iowa,1,2018-02-28
Kansas,4,2018-02-28
Kentucky,2,2018-02-28
Louisiana,2,2018-02-28
Maine,3,2018-02-28
Maryland,39,2018-02-28
Massachusetts,31,2018-02-28
Michigan,4,2018-02-28
Minnesota,4,2018-02-28
Mississippi,0,2018-02-28
Missouri,4,2018-02-28
Montana,4,2018-02-28
Nebraska,0,2018-02-28
Nevada,18,2018-02-28
New Hampshire,3,2018-02-28
New Jersey,6,2018-02-28
New Mexico,6,2018-02-28
New York,9,2018-02-28
North Carolina,9,2018-02-28
North Dakota,0,2018-02-28
Ohio,6,2018-02-28
Oklahoma,6,2018-02-28
Oregon,45,2018-02-28
Pennsylvania,4,2018-02-28
Rhode Island,25,2018-02-28
South Carolina,3,2018-02-28
South Dakota,5,2018-02-28
Tennessee,7,2018-02-28
Texas,9,2018-02-28
Utah,6,2018-02-28
Vermont,12,2018-02-28
Virginia,23,2018-02-28
Washington,100,2018-02-28
West Virginia,0,2018-02-28
Wisconsin,6,2018-02-28
Wyoming,0,2018-02-28
Alabama,1,2018-03-31
Alaska,7,2018-03-31
Arizona,23,2018-03-31
Arkansas,2,2018-03-31
California,51,2018-03-31
Colorado,25,2018-03-31
Connecticut,6,2018-03-31
Delaware,14,2018-03-31
District of Columbia,67,2018-03-31
Florida,7,2018-03-31
Georgia,8,2018-03-31
Hawaii,6,2018-03-31
Idaho,9,2018-03-31
Illinois,44,2018-03-31
Indiana,4,2018-03-31
Iowa,0,2018-03-31
Kansas,3,2018-03-31
Kentucky,1,2018-03-31
Louisiana,2,2018-03-31
Maine,7,2018-03-31
Maryland,62,2018-03-31
Massachusetts,39,2018-03-31
Michigan,5,2018-03-31
Minnesota,9,2018-03-31
Mississippi,0,2018-03-31
Missouri,3,2018-03-31
Montana,5,2018-03-31
Nebraska,8,2018-03-31
Nevada,18,2018-03-31
New Hampshire,6,2018-03-31
New Jersey,8,2018-03-31
New Mexico,5,2018-03-31
New York,10,2018-03-31
North Carolina,12,2018-03-31
North Dakota,0,2018-03-31
Ohio,4,2018-03-31
Oklahoma,4,2018-03-31
Oregon,44,2018-03-31
Pennsylvania,9,2018-03-31
Rhode Island,18,2018-03-31
South Carolina,5,2018-03-31
South Dakota,0,2018-03-31
Tennessee,6,2018-03-31
Texas,8,2018-03-31
Utah,8,2018-03-31
Vermont,0,2018-03-31
Virginia,32,2018-03-31
Washington,100,2018-03-31
West Virginia,3,2018-03-31
Wisconsin,7,2018-03-31
Wyoming,0,2018-03-31
Alabama,0,2018-04-30
Alaska,5,2018-04-30
Arizona,14,2018-04-30
Arkansas,1,2018-04-30
California,33,2018-04-30
Colorado,22,2018-04-30
Connecticut,2,2018-04-30
Delaware,14,2018-04-30
District of Columbia,40,2018-04-30
Florida,7,2018-04-30
Georgia,7,2018-04-30
Hawaii,16,2018-04-30
Idaho,0,2018-04-30
Illinois,33,2018-04-30
Indiana,3,2018-04-30
Iowa,0,2018-04-30
Kansas,4,2018-04-30
Kentucky,1,2018-04-30
Louisiana,3,2018-04-30
Maine,8,2018-04-30
Maryland,41,2018-04-30
Massachusetts,24,2018-04-30
Michigan,8,2018-04-30
Minnesota,4,2018-04-30
Mississippi,2,2018-04-30
Missouri,4,2018-04-30
Montana,0,2018-04-30
Nebraska,3,2018-04-30
Nevada,15,2018-04-30
New Hampshire,5,2018-04-30
New Jersey,8,2018-04-30
New Mexico,2,2018-04-30
New York,7,2018-04-30
North Carolina,7,2018-04-30
North Dakota,0,2018-04-30
Ohio,3,2018-04-30
Oklahoma,0,2018-04-30
Oregon,41,2018-04-30
Pennsylvania,8,2018-04-30
Rhode Island,8,2018-04-30
South Carolina,0,2018-04-30
South Dakota,5,2018-04-30
Tennessee,9,2018-04-30
Texas,8,2018-04-30
Utah,3,2018-04-30
Vermont,5,2018-04-30
Virginia,20,2018-04-30
Washington,100,2018-04-30
West Virginia,3,2018-04-30
Wisconsin,3,2018-04-30
Wyoming,0,2018-04-30
Alabama,2,2018-05-31
Alaska,6,2018-05-31
Arizona,17,2018-05-31
Arkansas,5,2018-05-31
California,37,2018-05-31
Colorado,28,2018-05-31
Connecticut,3,2018-05-31
Delaware,7,2018-05-31
District of Columbia,31,2018-05-31
Florida,6,2018-05-31
Georgia,6,2018-05-31
Hawaii,10,2018-05-31
Idaho,5,2018-05-31
Illinois,33,2018-05-31
Indiana,4,2018-05-31
Iowa,3,2018-05-31
Kansas,3,2018-05-31
Kentucky,4,2018-05-31
Louisiana,3,2018-05-31
Maine,5,2018-05-31
Maryland,34,2018-05-31
Massachusetts,22,2018-05-31
Michigan,7,2018-05-31
Minnesota,4,2018-05-31
Mississippi,2,2018-05-31
Missouri,7,2018-05-31
Montana,0,2018-05-31
Nebraska,2,2018-05-31
Nevada,21,2018-05-31
New Hampshire,10,2018-05-31
New Jersey,5,2018-05-31
New Mexico,9,2018-05-31
New York,8,2018-05-31
North Carolina,8,2018-05-31
North Dakota,0,2018-05-31
Ohio,4,2018-05-31
Oklahoma,2,2018-05-31
Oregon,30,2018-05-31
Pennsylvania,7,2018-05-31
Rhode Island,12,2018-05-31
South Carolina,3,2018-05-31
South Dakota,0,2018-05-31
Tennessee,5,2018-05-31
Texas,9,2018-05-31
Utah,4,2018-05-31
Vermont,0,2018-05-31
Virginia,25,2018-05-31
Washington,100,2018-05-31
West Virginia,0,2018-05-31
Wisconsin,7,2018-05-31
Wyoming,0,2018-05-31
Alabama,1,2018-06-30
Alaska,6,2018-06-30
Arizona,25,2018-06-30
Arkansas,0,2018-06-30
California,42,2018-06-30
Colorado,27,2018-06-30
Connecticut,2,2018-06-30
Delaware,16,2018-06-30
District of Columbia,52,2018-06-30
Florida,8,2018-06-30
Georgia,10,2018-06-30
Hawaii,8,2018-06-30
Idaho,8,2018-06-30
Illinois,35,2018-06-30
Indiana,5,2018-06-30
Iowa,2,2018-06-30
Kansas,6,2018-06-30
Kentucky,4,2018-06-30
Louisiana,3,2018-06-30
Maine,0,2018-06-30
Maryland,46,2018-06-30
Massachusetts,26,2018-06-30
Michigan,7,2018-06-30
Minnesota,6,2018-06-30
Mississippi,0,2018-06-30
Missouri,5,2018-06-30
Montana,4,2018-06-30
Nebraska,2,2018-06-30
Nevada,21,2018-06-30
New Hampshire,22,2018-06-30
New Jersey,7,2018-06-30
New Mexico,6,2018-06-30
New York,8,2018-06-30
North Carolina,8,2018-06-30
North Dakota,0,2018-06-30
Ohio,6,2018-06-30
Oklahoma,5,2018-06-30
Oregon,56,2018-06-30
Pennsylvania,9,2018-06-30
Rhode Island,10,2018-06-30
South Carolina,2,2018-06-30
South Dakota,0,2018-06-30
Tennessee,11,2018-06-30
Texas,9,2018-06-30
Utah,7,2018-06-30
Vermont,20,2018-06-30
Virginia,27,2018-06-30
Washington,100,2018-06-30
West Virginia,3,2018-06-30
Wisconsin,6,2018-06-30
Wyoming,0,2018-06-30
Alabama,2,2018-07-31
Alaska,6,2018-07-31
Arizona,14,2018-07-31
Arkansas,6,2018-07-31
California,38,2018-07-31
Colorado,17,2018-07-31
Connecticut,5,2018-07-31
Delaware,8,2018-07-31
District of Columbia,48,2018-07-31
Florida,5,2018-07-31
Georgia,6,2018-07-31
Hawaii,12,2018-07-31
Idaho,0,2018-07-31
Illinois,26,2018-07-31
Indiana,2,2018-07-31
Iowa,0,2018-07-31
Kansas,0,2018-07-31
Kentucky,3,2018-07-31
Louisiana,7,2018-07-31
Maine,0,2018-07-31
Maryland,31,2018-07-31
Massachusetts,24,2018-07-31
Michigan,7,2018-07-31
Minnesota,4,2018-07-31
Mississippi,0,2018-07-31
Missouri,6,2018-07-31
Montana,8,2018-07-31
Nebraska,2,2018-07-31
Nevada,17,2018-07-31
New Hampshire,5,2018-07-31
New Jersey,6,2018-07-31
New Mexico,4,2018-07-31
New York,8,2018-07-31
North Carolina,7,2018-07-31
North Dakota,0,2018-07-31
Ohio,6,2018-07-31
Oklahoma,1,2018-07-31
Oregon,49,2018-07-31
Pennsylvania,8,2018-07-31
Rhode Island,3,2018-07-31
South Carolina,5,2018-07-31
South Dakota,0,2018-07-31
Tennessee,10,2018-07-31
Texas,7,2018-07-31
Utah,4,2018-07-31
Vermont,6,2018-07-31
Virginia,19,2018-07-31
Washington,100,2018-07-31
West Virginia,0,2018-07-31
Wisconsin,7,2018-07-31
Wyoming,0,2018-07-31
Alabama,0,2018-08-31
Alaska,8,2018-08-31
Arizona,12,2018-08-31
Arkansas,2,2018-08-31
California,42,2018-08-31
Colorado,19,2018-08-31
Connecticut,2,2018-08-31
Delaware,14,2018-08-31
District of Columbia,42,2018-08-31
Florida,7,2018-08-31
Georgia,10,2018-08-31
Hawaii,3,2018-08-31
Idaho,0,2018-08-31
Illinois,33,2018-08-31
Indiana,1,2018-08-31
Iowa,0,2018-08-31
Kansas,0,2018-08-31
Kentucky,2,2018-08-31
Louisiana,3,2018-08-31
Maine,13,2018-08-31
Maryland,46,2018-08-31
Massachusetts,20,2018-08-31
Michigan,7,2018-08-31
Minnesota,6,2018-08-31
Mississippi,2,2018-08-31
Missouri,4,2018-08-31
Montana,5,2018-08-31
Nebraska,8,2018-08-31
Nevada,24,2018-08-31
New Hampshire,6,2018-08-31
New Jersey,7,2018-08-31
New Mexico,5,2018-08-31
New York,7,2018-08-31
North Carolina,4,2018-08-31
North Dakota,0,2018-08-31
Ohio,8,2018-08-31
Oklahoma,5,2018-08-31
Oregon,46,2018-08-31
Pennsylvania,9,2018-08-31
Rhode Island,15,2018-08-31
South Carolina,5,2018-08-31
South Dakota,6,2018-08-31
Tennessee,14,2018-08-31
Texas,8,2018-08-31
Utah,4,2018-08-31
Vermont,0,2018-08-31
Virginia,17,2018-08-31
Washington,100,2018-08-31
West Virginia,0,2018-08-31
Wisconsin,7,2018-08-31
Wyoming,0,2018-08-31
Alabama,0,2018-09-30
Alaska,0,2018-09-30
Arizona,20,2018-09-30
Arkansas,2,2018-09-30
California,44,2018-09-30
Colorado,22,2018-09-30
Connecticut,1,2018-09-30
Delaware,10,2018-09-30
District of Columbia,80,2018-09-30
Florida,8,2018-09-30
Georgia,7,2018-09-30
Hawaii,3,2018-09-30
Idaho,13,2018-09-30
Illinois,39,2018-09-30
Indiana,4,2018-09-30
Iowa,2,2018-09-30
Kansas,4,2018-09-30
Kentucky,2,2018-09-30
Louisiana,1,2018-09-30
Maine,4,2018-09-30
Maryland,42,2018-09-30
Massachusetts,27,2018-09-30
Michigan,4,2018-09-30
Minnesota,4,2018-09-30
Mississippi,0,2018-09-30
Missouri,7,2018-09-30
Montana,11,2018-09-30
Nebraska,7,2018-09-30
Nevada,22,2018-09-30
New Hampshire,7,2018-09-30
New Jersey,7,2018-09-30
New Mexico,7,2018-09-30
New York,8,2018-09-30
North Carolina,7,2018-09-30
North Dakota,0,2018-09-30
Ohio,4,2018-09-30
