geoName,Broker,year
Florida,66,2012-11-30
Georgia,9,2012-11-30
Hawaii,0,2012-11-30
Idaho,100,2012-11-30
Illinois,55,2012-11-30
Indiana,0,2012-11-30
Iowa,51,2012-11-30
Kansas,0,2012-11-30
Kentucky,0,2012-11-30
Louisiana,0,2012-11-30
Maine,0,2012-11-30
Maryland,0,2012-11-30
Massachusetts,23,2012-11-30
Michigan,0,2012-11-30
Minnesota,19,2012-11-30
Mississippi,0,2012-11-30
Missouri,39,2012-11-30
Montana,0,2012-11-30
Nebraska,0,2012-11-30
Nevada,56,2012-11-30
New Hampshire,0,2012-11-30
New Jersey,0,2012-11-30
New Mexico,0,2012-11-30
New York,55,2012-11-30
North Carolina,28,2012-11-30
North Dakota,0,2012-11-30
Ohio,12,2012-11-30
Oklahoma,0,2012-11-30
Oregon,57,2012-11-30
Pennsylvania,43,2012-11-30
Rhode Island,0,2012-11-30
South Carolina,79,2012-11-30
South Dakota,0,2012-11-30
Tennessee,0,2012-11-30
Texas,29,2012-11-30
Utah,47,2012-11-30
Vermont,0,2012-11-30
Virginia,0,2012-11-30
Washington,13,2012-11-30
West Virginia,0,2012-11-30
Wisconsin,21,2012-11-30
Wyoming,0,2012-11-30
Alabama,0,2012-12-31
Alaska,0,2012-12-31
Arizona,36,2012-12-31
Arkansas,0,2012-12-31
California,22,2012-12-31
Colorado,0,2012-12-31
Connecticut,9,2012-12-31
Delaware,0,2012-12-31
District of Columbia,17,2012-12-31
Florida,17,2012-12-31
Georgia,17,2012-12-31
Hawaii,0,2012-12-31
Idaho,0,2012-12-31
Illinois,14,2012-12-31
Indiana,22,2012-12-31
Iowa,0,2012-12-31
Kansas,29,2012-12-31
Kentucky,0,2012-12-31
Louisiana,11,2012-12-31
Maine,49,2012-12-31
Maryland,6,2012-12-31
Massachusetts,10,2012-12-31
Michigan,9,2012-12-31
Minnesota,8,2012-12-31
Mississippi,31,2012-12-31
Missouri,0,2012-12-31
Montana,0,2012-12-31
Nebraska,0,2012-12-31
Nevada,18,2012-12-31
New Hampshire,85,2012-12-31
New Jersey,0,2012-12-31
New Mexico,0,2012-12-31
New York,28,2012-12-31
North Carolina,20,2012-12-31
North Dakota,0,2012-12-31
Ohio,0,2012-12-31
Oklahoma,21,2012-12-31
Oregon,12,2012-12-31
Pennsylvania,30,2012-12-31
Rhode Island,100,2012-12-31
South Carolina,47,2012-12-31
South Dakota,0,2012-12-31
Tennessee,0,2012-12-31
Texas,10,2012-12-31
Utah,19,2012-12-31
Vermont,94,2012-12-31
Virginia,18,2012-12-31
Washington,17,2012-12-31
West Virginia,0,2012-12-31
Wisconsin,10,2012-12-31
Wyoming,0,2012-12-31
Alabama,0,2013-01-31
Alaska,0,2013-01-31
Arizona,32,2013-01-31
Arkansas,0,2013-01-31
California,24,2013-01-31
Colorado,31,2013-01-31
Connecticut,54,2013-01-31
Delaware,0,2013-01-31
District of Columbia,20,2013-01-31
Florida,34,2013-01-31
Georgia,27,2013-01-31
Hawaii,0,2013-01-31
Idaho,0,2013-01-31
Illinois,28,2013-01-31
Indiana,14,2013-01-31
Iowa,0,2013-01-31
Kansas,27,2013-01-31
Kentucky,23,2013-01-31
Louisiana,0,2013-01-31
Maine,0,2013-01-31
Maryland,37,2013-01-31
Massachusetts,24,2013-01-31
Michigan,33,2013-01-31
Minnesota,41,2013-01-31
Mississippi,0,2013-01-31
Missouri,32,2013-01-31
Montana,95,2013-01-31
Nebraska,0,2013-01-31
Nevada,0,2013-01-31
New Hampshire,0,2013-01-31
New Jersey,21,2013-01-31
New Mexico,100,2013-01-31
New York,49,2013-01-31
North Carolina,14,2013-01-31
North Dakota,0,2013-01-31
Ohio,7,2013-01-31
Oklahoma,28,2013-01-31
Oregon,17,2013-01-31
Pennsylvania,0,2013-01-31
Rhode Island,0,2013-01-31
South Carolina,0,2013-01-31
South Dakota,0,2013-01-31
Tennessee,14,2013-01-31
Texas,15,2013-01-31
Utah,26,2013-01-31
Vermont,0,2013-01-31
Virginia,30,2013-01-31
Washington,0,2013-01-31
West Virginia,0,2013-01-31
Wisconsin,25,2013-01-31
Wyoming,0,2013-01-31
Alabama,0,2013-02-28
Alaska,0,2013-02-28
Arizona,10,2013-02-28
Arkansas,0,2013-02-28
California,16,2013-02-28
Colorado,11,2013-02-28
Connecticut,19,2013-02-28
Delaware,0,2013-02-28
District of Columbia,9,2013-02-28
Florida,24,2013-02-28
Georgia,5,2013-02-28
Hawaii,26,2013-02-28
Idaho,0,2013-02-28
Illinois,15,2013-02-28
Indiana,7,2013-02-28
Iowa,15,2013-02-28
Kansas,0,2013-02-28
Kentucky,0,2013-02-28
Louisiana,0,2013-02-28
Maine,0,2013-02-28
Maryland,11,2013-02-28
Massachusetts,22,2013-02-28
Michigan,4,2013-02-28
Minnesota,20,2013-02-28
Mississippi,0,2013-02-28
Missouri,11,2013-02-28
Montana,100,2013-02-28
Nebraska,21,2013-02-28
Nevada,0,2013-02-28
New Hampshire,26,2013-02-28
New Jersey,11,2013-02-28
New Mexico,27,2013-02-28
New York,12,2013-02-28
North Carolina,3,2013-02-28
North Dakota,0,2013-02-28
Ohio,11,2013-02-28
Oklahoma,30,2013-02-28
Oregon,26,2013-02-28
Pennsylvania,8,2013-02-28
Rhode Island,0,2013-02-28
South Carolina,21,2013-02-28
South Dakota,0,2013-02-28
Tennessee,7,2013-02-28
Texas,4,2013-02-28
Utah,14,2013-02-28
Vermont,0,2013-02-28
Virginia,12,2013-02-28
Washington,12,2013-02-28
West Virginia,35,2013-02-28
Wisconsin,6,2013-02-28
Wyoming,0,2013-02-28
Alabama,0,2013-03-31
Alaska,0,2013-03-31
Arizona,5,2013-03-31
Arkansas,0,2013-03-31
California,13,2013-03-31
Colorado,33,2013-03-31
Connecticut,10,2013-03-31
Delaware,0,2013-03-31
District of Columbia,0,2013-03-31
Florida,8,2013-03-31
Georgia,3,2013-03-31
Hawaii,0,2013-03-31
Idaho,32,2013-03-31
Illinois,16,2013-03-31
Indiana,23,2013-03-31
Iowa,16,2013-03-31
Kansas,29,2013-03-31
Kentucky,13,2013-03-31
Louisiana,10,2013-03-31
Maine,0,2013-03-31
Maryland,6,2013-03-31
Massachusetts,17,2013-03-31
Michigan,16,2013-03-31
Minnesota,16,2013-03-31
Mississippi,0,2013-03-31
Missouri,17,2013-03-31
Montana,0,2013-03-31
Nebraska,45,2013-03-31
Nevada,17,2013-03-31
New Hampshire,0,2013-03-31
New Jersey,9,2013-03-31
New Mexico,28,2013-03-31
New York,38,2013-03-31
North Carolina,11,2013-03-31
North Dakota,0,2013-03-31
Ohio,11,2013-03-31
Oklahoma,41,2013-03-31
Oregon,18,2013-03-31
Pennsylvania,29,2013-03-31
Rhode Island,0,2013-03-31
South Carolina,33,2013-03-31
South Dakota,0,2013-03-31
Tennessee,0,2013-03-31
Texas,17,2013-03-31
Utah,0,2013-03-31
Vermont,60,2013-03-31
Virginia,18,2013-03-31
Washington,4,2013-03-31
West Virginia,73,2013-03-31
Wisconsin,0,2013-03-31
Wyoming,100,2013-03-31
Alabama,0,2013-04-30
Alaska,25,2013-04-30
Arizona,3,2013-04-30
Arkansas,0,2013-04-30
California,8,2013-04-30
Colorado,14,2013-04-30
Connecticut,5,2013-04-30
Delaware,24,2013-04-30
District of Columbia,12,2013-04-30
Florida,3,2013-04-30
Georgia,6,2013-04-30
Hawaii,12,2013-04-30
Idaho,15,2013-04-30
Illinois,8,2013-04-30
Indiana,0,2013-04-30
Iowa,8,2013-04-30
Kansas,0,2013-04-30
Kentucky,0,2013-04-30
Louisiana,0,2013-04-30
Maine,0,2013-04-30
Maryland,3,2013-04-30
Massachusetts,20,2013-04-30
Michigan,10,2013-04-30
Minnesota,5,2013-04-30
Mississippi,0,2013-04-30
Missouri,5,2013-04-30
Montana,77,2013-04-30
Nebraska,11,2013-04-30
Nevada,23,2013-04-30
New Hampshire,13,2013-04-30
New Jersey,6,2013-04-30
New Mexico,0,2013-04-30
New York,12,2013-04-30
North Carolina,15,2013-04-30
North Dakota,0,2013-04-30
Ohio,4,2013-04-30
Oklahoma,0,2013-04-30
Oregon,8,2013-04-30
Pennsylvania,6,2013-04-30
Rhode Island,0,2013-04-30
South Carolina,0,2013-04-30
South Dakota,0,2013-04-30
Tennessee,3,2013-04-30
Texas,7,2013-04-30
Utah,21,2013-04-30
Vermont,0,2013-04-30
Virginia,8,2013-04-30
Washington,4,2013-04-30
West Virginia,0,2013-04-30
Wisconsin,3,2013-04-30
Wyoming,100,2013-04-30
Alabama,23,2013-05-31
Alaska,0,2013-05-31
Arizona,21,2013-05-31
Arkansas,45,2013-05-31
California,48,2013-05-31
Colorado,48,2013-05-31
Connecticut,17,2013-05-31
Delaware,0,2013-05-31
District of Columbia,17,2013-05-31
Florida,39,2013-05-31
Georgia,15,2013-05-31
Hawaii,0,2013-05-31
Idaho,59,2013-05-31
Illinois,20,2013-05-31
Indiana,15,2013-05-31
Iowa,0,2013-05-31
Kansas,28,2013-05-31
Kentucky,21,2013-05-31
Louisiana,0,2013-05-31
Maine,58,2013-05-31
Maryland,18,2013-05-31
Massachusetts,42,2013-05-31
Michigan,22,2013-05-31
Minnesota,9,2013-05-31
Mississippi,0,2013-05-31
Missouri,41,2013-05-31
Montana,99,2013-05-31
Nebraska,42,2013-05-31
Nevada,84,2013-05-31
New Hampshire,0,2013-05-31
New Jersey,42,2013-05-31
New Mexico,100,2013-05-31
New York,58,2013-05-31
North Carolina,33,2013-05-31
North Dakota,0,2013-05-31
Ohio,14,2013-05-31
Oklahoma,0,2013-05-31
Oregon,16,2013-05-31
Pennsylvania,16,2013-05-31
Rhode Island,0,2013-05-31
South Carolina,40,2013-05-31
South Dakota,0,2013-05-31
Tennessee,12,2013-05-31
Texas,19,2013-05-31
Utah,53,2013-05-31
Vermont,0,2013-05-31
Virginia,37,2013-05-31
Washington,44,2013-05-31
West Virginia,0,2013-05-31
Wisconsin,36,2013-05-31
Wyoming,0,2013-05-31
Alabama,0,2013-06-30
Alaska,80,2013-06-30
Arizona,9,2013-06-30
Arkansas,0,2013-06-30
California,22,2013-06-30
Colorado,35,2013-06-30
Connecticut,44,2013-06-30
Delaware,0,2013-06-30
District of Columbia,0,2013-06-30
Florida,28,2013-06-30
Georgia,17,2013-06-30
Hawaii,70,2013-06-30
Idaho,0,2013-06-30
Illinois,13,2013-06-30
Indiana,0,2013-06-30
Iowa,24,2013-06-30
Kansas,0,2013-06-30
Kentucky,18,2013-06-30
Louisiana,0,2013-06-30
Maine,0,2013-06-30
Maryland,0,2013-06-30
Massachusetts,21,2013-06-30
Michigan,26,2013-06-30
Minnesota,31,2013-06-30
Mississippi,0,2013-06-30
Missouri,16,2013-06-30
Montana,79,2013-06-30
Nebraska,0,2013-06-30
Nevada,0,2013-06-30
New Hampshire,0,2013-06-30
New Jersey,20,2013-06-30
New Mexico,40,2013-06-30
New York,53,2013-06-30
North Carolina,11,2013-06-30
North Dakota,100,2013-06-30
Ohio,11,2013-06-30
Oklahoma,16,2013-06-30
Oregon,6,2013-06-30
Pennsylvania,17,2013-06-30
Rhode Island,0,2013-06-30
South Carolina,0,2013-06-30
South Dakota,0,2013-06-30
Tennessee,7,2013-06-30
Texas,9,2013-06-30
Utah,35,2013-06-30
Vermont,0,2013-06-30
Virginia,24,2013-06-30
Washington,29,2013-06-30
West Virginia,0,2013-06-30
Wisconsin,22,2013-06-30
Wyoming,0,2013-06-30
Alabama,12,2013-07-31
Alaska,0,2013-07-31
Arizona,6,2013-07-31
Arkansas,0,2013-07-31
California,17,2013-07-31
Colorado,11,2013-07-31
Connecticut,10,2013-07-31
Delaware,53,2013-07-31
District of Columbia,19,2013-07-31
Florida,20,2013-07-31
Georgia,0,2013-07-31
Hawaii,23,2013-07-31
Idaho,0,2013-07-31
Illinois,27,2013-07-31
Indiana,15,2013-07-31
Iowa,0,2013-07-31
Kansas,0,2013-07-31
Kentucky,22,2013-07-31
Louisiana,9,2013-07-31
Maine,0,2013-07-31
Maryland,18,2013-07-31
Massachusetts,28,2013-07-31
Michigan,0,2013-07-31
Minnesota,15,2013-07-31
Mississippi,0,2013-07-31
Missouri,5,2013-07-31
Montana,100,2013-07-31
Nebraska,42,2013-07-31
Nevada,22,2013-07-31
New Hampshire,0,2013-07-31
New Jersey,27,2013-07-31
New Mexico,27,2013-07-31
New York,21,2013-07-31
North Carolina,19,2013-07-31
North Dakota,64,2013-07-31
Ohio,4,2013-07-31
Oklahoma,9,2013-07-31
Oregon,8,2013-07-31
Pennsylvania,14,2013-07-31
Rhode Island,35,2013-07-31
South Carolina,11,2013-07-31
South Dakota,0,2013-07-31
Tennessee,14,2013-07-31
Texas,11,2013-07-31
Utah,0,2013-07-31
Vermont,0,2013-07-31
Virginia,10,2013-07-31
Washington,19,2013-07-31
West Virginia,0,2013-07-31
Wisconsin,8,2013-07-31
Wyoming,0,2013-07-31
Alabama,0,2013-08-31
Alaska,52,2013-08-31
Arizona,23,2013-08-31
Arkansas,0,2013-08-31
California,23,2013-08-31
Colorado,43,2013-08-31
Connecticut,0,2013-08-31
Delaware,0,2013-08-31
District of Columbia,0,2013-08-31
Florida,21,2013-08-31
Georgia,24,2013-08-31
Hawaii,0,2013-08-31
Idaho,0,2013-08-31
Illinois,9,2013-08-31
Indiana,8,2013-08-31
Iowa,16,2013-08-31
Kansas,0,2013-08-31
Kentucky,8,2013-08-31
Louisiana,22,2013-08-31
Maine,29,2013-08-31
Maryland,13,2013-08-31
Massachusetts,35,2013-08-31
Michigan,16,2013-08-31
Minnesota,10,2013-08-31
Mississippi,0,2013-08-31
Missouri,0,2013-08-31
Montana,100,2013-08-31
Nebraska,0,2013-08-31
Nevada,11,2013-08-31
New Hampshire,27,2013-08-31
New Jersey,33,2013-08-31
New Mexico,0,2013-08-31
New York,23,2013-08-31
North Carolina,7,2013-08-31
North Dakota,0,2013-08-31
Ohio,7,2013-08-31
Oklahoma,0,2013-08-31
Oregon,8,2013-08-31
Pennsylvania,12,2013-08-31
Rhode Island,33,2013-08-31
South Carolina,0,2013-08-31
South Dakota,64,2013-08-31
Tennessee,0,2013-08-31
Texas,11,2013-08-31
Utah,0,2013-08-31
Vermont,0,2013-08-31
Virginia,13,2013-08-31
Washington,28,2013-08-31
West Virginia,0,2013-08-31
Wisconsin,6,2013-08-31
Wyoming,0,2013-08-31
Alabama,16,2013-09-30
Alaska,0,2013-09-30
Arizona,19,2013-09-30
Arkansas,15,2013-09-30
California,13,2013-09-30
Colorado,23,2013-09-30
Connecticut,0,2013-09-30
Delaware,0,2013-09-30
District of Columbia,21,2013-09-30
Florida,8,2013-09-30
Georgia,10,2013-09-30
Hawaii,17,2013-09-30
Idaho,20,2013-09-30
Illinois,3,2013-09-30
Indiana,31,2013-09-30
Iowa,0,2013-09-30
Kansas,8,2013-09-30
Kentucky,11,2013-09-30
Louisiana,7,2013-09-30
Maine,20,2013-09-30
Maryland,13,2013-09-30
Massachusetts,5,2013-09-30
Michigan,0,2013-09-30
Minnesota,6,2013-09-30
Mississippi,0,2013-09-30
Missouri,4,2013-09-30
Montana,100,2013-09-30
Nebraska,0,2013-09-30
Nevada,8,2013-09-30
New Hampshire,0,2013-09-30
New Jersey,4,2013-09-30
New Mexico,0,2013-09-30
New York,27,2013-09-30
North Carolina,2,2013-09-30
North Dakota,0,2013-09-30
Ohio,5,2013-09-30
Oklahoma,12,2013-09-30
Oregon,5,2013-09-30
Pennsylvania,10,2013-09-30
Rhode Island,0,2013-09-30
South Carolina,22,2013-09-30
South Dakota,0,2013-09-30
Tennessee,4,2013-09-30
Texas,11,2013-09-30
Utah,0,2013-09-30
Vermont,0,2013-09-30
Virginia,13,2013-09-30
Washington,22,2013-09-30
West Virginia,0,2013-09-30
Wisconsin,0,2013-09-30
Wyoming,63,2013-09-30
Alabama,24,2013-10-31
Alaska,0,2013-10-31
Arizona,0,2013-10-31
Arkansas,0,2013-10-31
California,36,2013-10-31
Colorado,73,2013-10-31
Connecticut,39,2013-10-31
Delaware,0,2013-10-31
District of Columbia,69,2013-10-31
Florida,35,2013-10-31
Georgia,35,2013-10-31
Hawaii,0,2013-10-31
Idaho,0,2013-10-31
Illinois,18,2013-10-31
Indiana,0,2013-10-31
Iowa,0,2013-10-31
Kansas,0,2013-10-31
Kentucky,18,2013-10-31
Louisiana,23,2013-10-31
Maine,0,2013-10-31
Maryland,26,2013-10-31
Massachusetts,51,2013-10-31
Michigan,8,2013-10-31
Minnesota,29,2013-10-31
Mississippi,49,2013-10-31
Missouri,23,2013-10-31
Montana,100,2013-10-31
Nebraska,0,2013-10-31
Nevada,23,2013-10-31
New Hampshire,0,2013-10-31
New Jersey,14,2013-10-31
New Mexico,0,2013-10-31
New York,55,2013-10-31
North Carolina,7,2013-10-31
North Dakota,0,2013-10-31
Ohio,7,2013-10-31
Oklahoma,37,2013-10-31
Oregon,14,2013-10-31
Pennsylvania,22,2013-10-31
Rhode Island,0,2013-10-31
South Carolina,0,2013-10-31
South Dakota,0,2013-10-31
Tennessee,37,2013-10-31
Texas,15,2013-10-31
Utah,0,2013-10-31
Vermont,0,2013-10-31
Virginia,0,2013-10-31
Washington,33,2013-10-31
West Virginia,58,2013-10-31
Wisconsin,0,2013-10-31
Wyoming,0,2013-10-31
Alabama,35,2013-11-30
Alaska,0,2013-11-30
Arizona,16,2013-11-30
Arkansas,0,2013-11-30
California,58,2013-11-30
Colorado,82,2013-11-30
Connecticut,29,2013-11-30
Delaware,0,2013-11-30
District of Columbia,0,2013-11-30
Florida,47,2013-11-30
Georgia,26,2013-11-30
Hawaii,73,2013-11-30
Idaho,0,2013-11-30
Illinois,14,2013-11-30
Indiana,23,2013-11-30
Iowa,0,2013-11-30
Kansas,0,2013-11-30
Kentucky,0,2013-11-30
Louisiana,0,2013-11-30
Maine,0,2013-11-30
Maryland,54,2013-11-30
Massachusetts,54,2013-11-30
Michigan,11,2013-11-30
Minnesota,0,2013-11-30
Mississippi,0,2013-11-30
Missouri,17,2013-11-30
Montana,0,2013-11-30
Nebraska,65,2013-11-30
Nevada,35,2013-11-30
New Hampshire,0,2013-11-30
New Jersey,43,2013-11-30
New Mexico,78,2013-11-30
New York,49,2013-11-30
North Carolina,11,2013-11-30
North Dakota,0,2013-11-30
Ohio,21,2013-11-30
Oklahoma,60,2013-11-30
Oregon,39,2013-11-30
Pennsylvania,26,2013-11-30
Rhode Island,100,2013-11-30
South Carolina,67,2013-11-30
South Dakota,0,2013-11-30
Tennessee,21,2013-11-30
Texas,44,2013-11-30
Utah,84,2013-11-30
Vermont,0,2013-11-30
Virginia,30,2013-11-30
Washington,26,2013-11-30
West Virginia,0,2013-11-30
Wisconsin,21,2013-11-30
Wyoming,0,2013-11-30
Alabama,100,2013-12-31
Alaska,0,2013-12-31
Arizona,62,2013-12-31
Arkansas,0,2013-12-31
California,32,2013-12-31
Colorado,76,2013-12-31
Connecticut,0,2013-12-31
Delaware,0,2013-12-31
District of Columbia,0,2013-12-31
Florida,49,2013-12-31
Georgia,27,2013-12-31
Hawaii,0,2013-12-31
Idaho,0,2013-12-31
Illinois,21,2013-12-31
Indiana,50,2013-12-31
Iowa,0,2013-12-31
Kansas,22,2013-12-31
Kentucky,21,2013-12-31
Louisiana,0,2013-12-31
Maine,0,2013-12-31
Maryland,55,2013-12-31
Massachusetts,25,2013-12-31
Michigan,42,2013-12-31
Minnesota,0,2013-12-31
Mississippi,33,2013-12-31
Missouri,80,2013-12-31
Montana,0,2013-12-31
Nebraska,0,2013-12-31
Nevada,0,2013-12-31
New Hampshire,0,2013-12-31
New Jersey,41,2013-12-31
New Mexico,0,2013-12-31
New York,58,2013-12-31
North Carolina,25,2013-12-31
North Dakota,0,2013-12-31
Ohio,8,2013-12-31
Oklahoma,48,2013-12-31
Oregon,20,2013-12-31
Pennsylvania,39,2013-12-31
Rhode Island,0,2013-12-31
South Carolina,70,2013-12-31
South Dakota,0,2013-12-31
Tennessee,31,2013-12-31
Texas,29,2013-12-31
Utah,31,2013-12-31
Vermont,0,2013-12-31
Virginia,15,2013-12-31
Washington,40,2013-12-31
West Virginia,0,2013-12-31
Wisconsin,0,2013-12-31
Wyoming,0,2013-12-31
Alabama,0,2014-01-31
Alaska,0,2014-01-31
Arizona,0,2014-01-31
Arkansas,0,2014-01-31
California,44,2014-01-31
Colorado,30,2014-01-31
Connecticut,0,2014-01-31
Delaware,0,2014-01-31
District of Columbia,0,2014-01-31
Florida,36,2014-01-31
Georgia,22,2014-01-31
Hawaii,43,2014-01-31
Idaho,0,2014-01-31
Illinois,38,2014-01-31
Indiana,28,2014-01-31
Iowa,0,2014-01-31
Kansas,16,2014-01-31
Kentucky,0,2014-01-31
Louisiana,0,2014-01-31
Maine,0,2014-01-31
Maryland,45,2014-01-31
Massachusetts,27,2014-01-31
Michigan,40,2014-01-31
Minnesota,0,2014-01-31
Mississippi,0,2014-01-31
Missouri,10,2014-01-31
Montana,0,2014-01-31
Nebraska,0,2014-01-31
Nevada,94,2014-01-31
New Hampshire,46,2014-01-31
New Jersey,34,2014-01-31
New Mexico,0,2014-01-31
New York,56,2014-01-31
North Carolina,26,2014-01-31
North Dakota,0,2014-01-31
Ohio,26,2014-01-31
Oklahoma,55,2014-01-31
Oregon,32,2014-01-31
Pennsylvania,20,2014-01-31
Rhode Island,0,2014-01-31
South Carolina,0,2014-01-31
South Dakota,0,2014-01-31
Tennessee,12,2014-01-31
Texas,36,2014-01-31
Utah,0,2014-01-31
Vermont,100,2014-01-31
Virginia,19,2014-01-31
Washington,33,2014-01-31
West Virginia,0,2014-01-31
Wisconsin,24,2014-01-31
Wyoming,0,2014-01-31
Alabama,14,2014-02-28
Alaska,0,2014-02-28
Arizona,24,2014-02-28
Arkansas,0,2014-02-28
California,21,2014-02-28
Colorado,22,2014-02-28
Connecticut,41,2014-02-28
Delaware,0,2014-02-28
District of Columbia,14,2014-02-28
Florida,30,2014-02-28
Georgia,23,2014-02-28
Hawaii,0,2014-02-28
Idaho,0,2014-02-28
Illinois,17,2014-02-28
Indiana,0,2014-02-28
Iowa,13,2014-02-28
Kansas,12,2014-02-28
Kentucky,12,2014-02-28
Louisiana,0,2014-02-28
Maine,32,2014-02-28
Maryland,39,2014-02-28
Massachusetts,16,2014-02-28
Michigan,16,2014-02-28
Minnesota,0,2014-02-28
Mississippi,0,2014-02-28
Missouri,13,2014-02-28
Montana,0,2014-02-28
Nebraska,0,2014-02-28
Nevada,24,2014-02-28
New Hampshire,0,2014-02-28
New Jersey,28,2014-02-28
New Mexico,29,2014-02-28
New York,59,2014-02-28
North Carolina,19,2014-02-28
North Dakota,0,2014-02-28
Ohio,12,2014-02-28
Oklahoma,11,2014-02-28
Oregon,27,2014-02-28
Pennsylvania,9,2014-02-28
Rhode Island,0,2014-02-28
South Carolina,22,2014-02-28
South Dakota,0,2014-02-28
Tennessee,6,2014-02-28
Texas,10,2014-02-28
Utah,15,2014-02-28
Vermont,58,2014-02-28
Virginia,8,2014-02-28
Washington,19,2014-02-28
West Virginia,0,2014-02-28
Wisconsin,7,2014-02-28
Wyoming,100,2014-02-28
Alabama,6,2014-03-31
Alaska,0,2014-03-31
Arizona,21,2014-03-31
Arkansas,12,2014-03-31
California,12,2014-03-31
Colorado,9,2014-03-31
Connecticut,0,2014-03-31
Delaware,0,2014-03-31
District of Columbia,6,2014-03-31
Florida,22,2014-03-31
Georgia,8,2014-03-31
Hawaii,0,2014-03-31
Idaho,16,2014-03-31
Illinois,13,2014-03-31
Indiana,4,2014-03-31
Iowa,0,2014-03-31
Kansas,0,2014-03-31
Kentucky,6,2014-03-31
Louisiana,5,2014-03-31
Maine,34,2014-03-31
Maryland,7,2014-03-31
Massachusetts,11,2014-03-31
Michigan,4,2014-03-31
Minnesota,15,2014-03-31
Mississippi,0,2014-03-31
Missouri,3,2014-03-31
Montana,55,2014-03-31
Nebraska,0,2014-03-31
Nevada,12,2014-03-31
New Hampshire,0,2014-03-31
New Jersey,6,2014-03-31
New Mexico,0,2014-03-31
New York,21,2014-03-31
North Carolina,6,2014-03-31
North Dakota,0,2014-03-31
Ohio,6,2014-03-31
Oklahoma,12,2014-03-31
Oregon,0,2014-03-31
Pennsylvania,11,2014-03-31
Rhode Island,0,2014-03-31
South Carolina,6,2014-03-31
South Dakota,33,2014-03-31
Tennessee,3,2014-03-31
Texas,9,2014-03-31
Utah,0,2014-03-31
Vermont,33,2014-03-31
Virginia,5,2014-03-31
Washington,5,2014-03-31
West Virginia,19,2014-03-31
Wisconsin,11,2014-03-31
Wyoming,100,2014-03-31
Alabama,24,2014-04-30
Alaska,0,2014-04-30
Arizona,0,2014-04-30
Arkansas,0,2014-04-30
California,12,2014-04-30
Colorado,26,2014-04-30
Connecticut,23,2014-04-30
Delaware,99,2014-04-30
District of Columbia,53,2014-04-30
Florida,30,2014-04-30
Georgia,9,2014-04-30
Hawaii,0,2014-04-30
Idaho,0,2014-04-30
Illinois,11,2014-04-30
Indiana,0,2014-04-30
Iowa,16,2014-04-30
Kansas,0,2014-04-30
Kentucky,0,2014-04-30
Louisiana,26,2014-04-30
Maine,0,2014-04-30
Maryland,25,2014-04-30
Massachusetts,47,2014-04-30
Michigan,11,2014-04-30
Minnesota,6,2014-04-30
Mississippi,0,2014-04-30
Missouri,26,2014-04-30
Montana,52,2014-04-30
Nebraska,0,2014-04-30
Nevada,22,2014-04-30
New Hampshire,0,2014-04-30
New Jersey,11,2014-04-30
New Mexico,27,2014-04-30
New York,42,2014-04-30
North Carolina,11,2014-04-30
North Dakota,0,2014-04-30
Ohio,11,2014-04-30
Oklahoma,37,2014-04-30
Oregon,11,2014-04-30
Pennsylvania,18,2014-04-30
Rhode Island,100,2014-04-30
South Carolina,21,2014-04-30
South Dakota,0,2014-04-30
Tennessee,33,2014-04-30
Texas,18,2014-04-30
Utah,0,2014-04-30
Vermont,0,2014-04-30
Virginia,17,2014-04-30
Washington,14,2014-04-30
West Virginia,0,2014-04-30
Wisconsin,25,2014-04-30
Wyoming,0,2014-04-30
Alabama,0,2014-05-31
Alaska,53,2014-05-31
Arizona,10,2014-05-31
Arkansas,22,2014-05-31
California,16,2014-05-31
Colorado,5,2014-05-31
Connecticut,17,2014-05-31
Delaware,0,2014-05-31
District of Columbia,37,2014-05-31
Florida,14,2014-05-31
Georgia,11,2014-05-31
Hawaii,0,2014-05-31
Idaho,29,2014-05-31
Illinois,24,2014-05-31
Indiana,8,2014-05-31
Iowa,0,2014-05-31
Kansas,19,2014-05-31
Kentucky,0,2014-05-31
Louisiana,0,2014-05-31
Maine,0,2014-05-31
Maryland,19,2014-05-31
Massachusetts,8,2014-05-31
Michigan,0,2014-05-31
Minnesota,12,2014-05-31
Mississippi,19,2014-05-31
Missouri,11,2014-05-31
Montana,100,2014-05-31
Nebraska,0,2014-05-31
Nevada,11,2014-05-31
New Hampshire,0,2014-05-31
New Jersey,14,2014-05-31
New Mexico,54,2014-05-31
New York,32,2014-05-31
North Carolina,8,2014-05-31
North Dakota,0,2014-05-31
Ohio,0,2014-05-31
Oklahoma,25,2014-05-31
Oregon,5,2014-05-31
Pennsylvania,6,2014-05-31
Rhode Island,35,2014-05-31
South Carolina,25,2014-05-31
South Dakota,0,2014-05-31
Tennessee,26,2014-05-31
Texas,13,2014-05-31
Utah,14,2014-05-31
Vermont,0,2014-05-31
Virginia,5,2014-05-31
Washington,27,2014-05-31
West Virginia,0,2014-05-31
Wisconsin,6,2014-05-31
Wyoming,0,2014-05-31
Alabama,23,2014-06-30
Alaska,0,2014-06-30
Arizona,11,2014-06-30
Arkansas,0,2014-06-30
California,58,2014-06-30
Colorado,22,2014-06-30
Connecticut,0,2014-06-30
Delaware,0,2014-06-30
District of Columbia,27,2014-06-30
Florida,32,2014-06-30
