geoName,Apartment,year
Florida,56,2008-11-30
Georgia,64,2008-11-30
Hawaii,28,2008-11-30
Idaho,25,2008-11-30
Illinois,50,2008-11-30
Indiana,44,2008-11-30
Iowa,13,2008-11-30
Kansas,37,2008-11-30
Kentucky,34,2008-11-30
Louisiana,56,2008-11-30
Maine,10,2008-11-30
Maryland,37,2008-11-30
Massachusetts,39,2008-11-30
Michigan,48,2008-11-30
Minnesota,35,2008-11-30
Mississippi,48,2008-11-30
Missouri,47,2008-11-30
Montana,19,2008-11-30
Nebraska,58,2008-11-30
Nevada,30,2008-11-30
New Hampshire,75,2008-11-30
New Jersey,40,2008-11-30
New Mexico,11,2008-11-30
New York,46,2008-11-30
North Carolina,50,2008-11-30
North Dakota,47,2008-11-30
Ohio,35,2008-11-30
Oklahoma,80,2008-11-30
Oregon,31,2008-11-30
Pennsylvania,46,2008-11-30
Rhode Island,20,2008-11-30
South Carolina,66,2008-11-30
South Dakota,55,2008-11-30
Tennessee,45,2008-11-30
Texas,62,2008-11-30
Utah,55,2008-11-30
Vermont,94,2008-11-30
Virginia,33,2008-11-30
Washington,45,2008-11-30
West Virginia,64,2008-11-30
Wisconsin,46,2008-11-30
Wyoming,0,2008-11-30
Alabama,63,2008-12-31
Alaska,45,2008-12-31
Arizona,66,2008-12-31
Arkansas,17,2008-12-31
California,47,2008-12-31
Colorado,44,2008-12-31
Connecticut,37,2008-12-31
Delaware,100,2008-12-31
District of Columbia,85,2008-12-31
Florida,74,2008-12-31
Georgia,72,2008-12-31
Hawaii,37,2008-12-31
Idaho,49,2008-12-31
Illinois,57,2008-12-31
Indiana,14,2008-12-31
Iowa,54,2008-12-31
Kansas,53,2008-12-31
Kentucky,64,2008-12-31
Louisiana,64,2008-12-31
Maine,39,2008-12-31
Maryland,77,2008-12-31
Massachusetts,67,2008-12-31
Michigan,60,2008-12-31
Minnesota,66,2008-12-31
Mississippi,54,2008-12-31
Missouri,55,2008-12-31
Montana,38,2008-12-31
Nebraska,41,2008-12-31
Nevada,85,2008-12-31
New Hampshire,10,2008-12-31
New Jersey,70,2008-12-31
New Mexico,34,2008-12-31
New York,66,2008-12-31
North Carolina,46,2008-12-31
North Dakota,93,2008-12-31
Ohio,35,2008-12-31
Oklahoma,79,2008-12-31
Oregon,42,2008-12-31
Pennsylvania,55,2008-12-31
Rhode Island,71,2008-12-31
South Carolina,74,2008-12-31
South Dakota,55,2008-12-31
Tennessee,57,2008-12-31
Texas,89,2008-12-31
Utah,42,2008-12-31
Vermont,46,2008-12-31
Virginia,44,2008-12-31
Washington,51,2008-12-31
West Virginia,41,2008-12-31
Wisconsin,52,2008-12-31
Wyoming,0,2008-12-31
Alabama,62,2009-01-31
Alaska,31,2009-01-31
Arizona,60,2009-01-31
Arkansas,60,2009-01-31
California,42,2009-01-31
Colorado,59,2009-01-31
Connecticut,28,2009-01-31
Delaware,0,2009-01-31
District of Columbia,49,2009-01-31
Florida,57,2009-01-31
Georgia,66,2009-01-31
Hawaii,19,2009-01-31
Idaho,37,2009-01-31
Illinois,68,2009-01-31
Indiana,50,2009-01-31
Iowa,33,2009-01-31
Kansas,68,2009-01-31
Kentucky,38,2009-01-31
Louisiana,65,2009-01-31
Maine,10,2009-01-31
Maryland,68,2009-01-31
Massachusetts,41,2009-01-31
Michigan,44,2009-01-31
Minnesota,32,2009-01-31
Mississippi,100,2009-01-31
Missouri,72,2009-01-31
Montana,19,2009-01-31
Nebraska,40,2009-01-31
Nevada,45,2009-01-31
New Hampshire,40,2009-01-31
New Jersey,53,2009-01-31
New Mexico,45,2009-01-31
New York,59,2009-01-31
North Carolina,49,2009-01-31
North Dakota,66,2009-01-31
Ohio,58,2009-01-31
Oklahoma,73,2009-01-31
Oregon,41,2009-01-31
Pennsylvania,52,2009-01-31
Rhode Island,59,2009-01-31
South Carolina,48,2009-01-31
South Dakota,87,2009-01-31
Tennessee,43,2009-01-31
Texas,69,2009-01-31
Utah,59,2009-01-31
Vermont,22,2009-01-31
Virginia,30,2009-01-31
Washington,43,2009-01-31
West Virginia,39,2009-01-31
Wisconsin,61,2009-01-31
Wyoming,54,2009-01-31
Alabama,42,2009-02-28
Alaska,23,2009-02-28
Arizona,53,2009-02-28
Arkansas,26,2009-02-28
California,37,2009-02-28
Colorado,48,2009-02-28
Connecticut,43,2009-02-28
Delaware,90,2009-02-28
District of Columbia,48,2009-02-28
Florida,63,2009-02-28
Georgia,43,2009-02-28
Hawaii,14,2009-02-28
Idaho,28,2009-02-28
Illinois,55,2009-02-28
Indiana,29,2009-02-28
Iowa,26,2009-02-28
Kansas,33,2009-02-28
Kentucky,55,2009-02-28
Louisiana,65,2009-02-28
Maine,22,2009-02-28
Maryland,75,2009-02-28
Massachusetts,48,2009-02-28
Michigan,34,2009-02-28
Minnesota,44,2009-02-28
Mississippi,100,2009-02-28
Missouri,32,2009-02-28
Montana,0,2009-02-28
Nebraska,37,2009-02-28
Nevada,35,2009-02-28
New Hampshire,38,2009-02-28
New Jersey,37,2009-02-28
New Mexico,36,2009-02-28
New York,55,2009-02-28
North Carolina,45,2009-02-28
North Dakota,69,2009-02-28
Ohio,36,2009-02-28
Oklahoma,37,2009-02-28
Oregon,29,2009-02-28
Pennsylvania,40,2009-02-28
Rhode Island,37,2009-02-28
South Carolina,59,2009-02-28
South Dakota,0,2009-02-28
Tennessee,46,2009-02-28
Texas,57,2009-02-28
Utah,24,2009-02-28
Vermont,17,2009-02-28
Virginia,31,2009-02-28
Washington,47,2009-02-28
West Virginia,31,2009-02-28
Wisconsin,45,2009-02-28
Wyoming,42,2009-02-28
Alabama,49,2009-03-31
Alaska,15,2009-03-31
Arizona,46,2009-03-31
Arkansas,8,2009-03-31
California,42,2009-03-31
Colorado,29,2009-03-31
Connecticut,91,2009-03-31
Delaware,99,2009-03-31
District of Columbia,93,2009-03-31
Florida,67,2009-03-31
Georgia,63,2009-03-31
Hawaii,38,2009-03-31
Idaho,50,2009-03-31
Illinois,80,2009-03-31
Indiana,66,2009-03-31
Iowa,69,2009-03-31
Kansas,63,2009-03-31
Kentucky,34,2009-03-31
Louisiana,61,2009-03-31
Maine,52,2009-03-31
Maryland,72,2009-03-31
Massachusetts,54,2009-03-31
Michigan,57,2009-03-31
Minnesota,49,2009-03-31
Mississippi,46,2009-03-31
Missouri,55,2009-03-31
Montana,80,2009-03-31
Nebraska,24,2009-03-31
Nevada,81,2009-03-31
New Hampshire,30,2009-03-31
New Jersey,58,2009-03-31
New Mexico,82,2009-03-31
New York,83,2009-03-31
North Carolina,69,2009-03-31
North Dakota,66,2009-03-31
Ohio,61,2009-03-31
Oklahoma,38,2009-03-31
Oregon,42,2009-03-31
Pennsylvania,57,2009-03-31
Rhode Island,20,2009-03-31
South Carolina,25,2009-03-31
South Dakota,87,2009-03-31
Tennessee,57,2009-03-31
Texas,84,2009-03-31
Utah,32,2009-03-31
Vermont,0,2009-03-31
Virginia,31,2009-03-31
Washington,55,2009-03-31
West Virginia,100,2009-03-31
Wisconsin,77,2009-03-31
Wyoming,0,2009-03-31
Alabama,30,2009-04-30
Alaska,62,2009-04-30
Arizona,66,2009-04-30
Arkansas,46,2009-04-30
California,27,2009-04-30
Colorado,36,2009-04-30
Connecticut,38,2009-04-30
Delaware,52,2009-04-30
District of Columbia,71,2009-04-30
Florida,50,2009-04-30
Georgia,44,2009-04-30
Hawaii,7,2009-04-30
Idaho,57,2009-04-30
Illinois,58,2009-04-30
Indiana,26,2009-04-30
Iowa,12,2009-04-30
Kansas,42,2009-04-30
Kentucky,26,2009-04-30
Louisiana,66,2009-04-30
Maine,8,2009-04-30
Maryland,51,2009-04-30
Massachusetts,45,2009-04-30
Michigan,38,2009-04-30
Minnesota,50,2009-04-30
Mississippi,59,2009-04-30
Missouri,62,2009-04-30
Montana,34,2009-04-30
Nebraska,19,2009-04-30
Nevada,34,2009-04-30
New Hampshire,38,2009-04-30
New Jersey,49,2009-04-30
New Mexico,100,2009-04-30
New York,52,2009-04-30
North Carolina,49,2009-04-30
North Dakota,19,2009-04-30
Ohio,48,2009-04-30
Oklahoma,63,2009-04-30
Oregon,22,2009-04-30
Pennsylvania,45,2009-04-30
Rhode Island,16,2009-04-30
South Carolina,50,2009-04-30
South Dakota,29,2009-04-30
Tennessee,42,2009-04-30
Texas,66,2009-04-30
Utah,17,2009-04-30
Vermont,53,2009-04-30
Virginia,25,2009-04-30
Washington,42,2009-04-30
West Virginia,16,2009-04-30
Wisconsin,27,2009-04-30
Wyoming,22,2009-04-30
Alabama,35,2009-05-31
Alaska,28,2009-05-31
Arizona,43,2009-05-31
Arkansas,26,2009-05-31
California,28,2009-05-31
Colorado,32,2009-05-31
Connecticut,39,2009-05-31
Delaware,15,2009-05-31
District of Columbia,34,2009-05-31
Florida,40,2009-05-31
Georgia,34,2009-05-31
Hawaii,11,2009-05-31
Idaho,45,2009-05-31
Illinois,47,2009-05-31
Indiana,27,2009-05-31
Iowa,24,2009-05-31
Kansas,29,2009-05-31
Kentucky,31,2009-05-31
Louisiana,60,2009-05-31
Maine,17,2009-05-31
Maryland,42,2009-05-31
Massachusetts,32,2009-05-31
Michigan,23,2009-05-31
Minnesota,28,2009-05-31
Mississippi,49,2009-05-31
Missouri,29,2009-05-31
Montana,0,2009-05-31
Nebraska,35,2009-05-31
Nevada,47,2009-05-31
New Hampshire,17,2009-05-31
New Jersey,29,2009-05-31
New Mexico,14,2009-05-31
New York,35,2009-05-31
North Carolina,34,2009-05-31
North Dakota,15,2009-05-31
Ohio,30,2009-05-31
Oklahoma,35,2009-05-31
Oregon,16,2009-05-31
Pennsylvania,31,2009-05-31
Rhode Island,12,2009-05-31
South Carolina,36,2009-05-31
South Dakota,100,2009-05-31
Tennessee,17,2009-05-31
Texas,50,2009-05-31
Utah,10,2009-05-31
Vermont,14,2009-05-31
Virginia,23,2009-05-31
Washington,33,2009-05-31
West Virginia,96,2009-05-31
Wisconsin,28,2009-05-31
Wyoming,0,2009-05-31
Alabama,84,2009-06-30
Alaska,50,2009-06-30
Arizona,79,2009-06-30
Arkansas,74,2009-06-30
California,45,2009-06-30
Colorado,46,2009-06-30
Connecticut,58,2009-06-30
Delaware,0,2009-06-30
District of Columbia,76,2009-06-30
Florida,87,2009-06-30
Georgia,74,2009-06-30
Hawaii,39,2009-06-30
Idaho,44,2009-06-30
Illinois,83,2009-06-30
Indiana,47,2009-06-30
Iowa,36,2009-06-30
Kansas,42,2009-06-30
Kentucky,57,2009-06-30
Louisiana,61,2009-06-30
Maine,0,2009-06-30
Maryland,76,2009-06-30
Massachusetts,77,2009-06-30
Michigan,72,2009-06-30
Minnesota,46,2009-06-30
Mississippi,77,2009-06-30
Missouri,82,2009-06-30
Montana,46,2009-06-30
Nebraska,67,2009-06-30
Nevada,85,2009-06-30
New Hampshire,53,2009-06-30
New Jersey,77,2009-06-30
New Mexico,62,2009-06-30
New York,87,2009-06-30
North Carolina,54,2009-06-30
North Dakota,88,2009-06-30
Ohio,42,2009-06-30
Oklahoma,52,2009-06-30
Oregon,54,2009-06-30
Pennsylvania,61,2009-06-30
Rhode Island,71,2009-06-30
South Carolina,49,2009-06-30
South Dakota,100,2009-06-30
Tennessee,50,2009-06-30
Texas,95,2009-06-30
Utah,74,2009-06-30
Vermont,51,2009-06-30
Virginia,36,2009-06-30
Washington,64,2009-06-30
West Virginia,0,2009-06-30
Wisconsin,52,2009-06-30
Wyoming,0,2009-06-30
Alabama,59,2009-07-31
Alaska,57,2009-07-31
Arizona,87,2009-07-31
Arkansas,43,2009-07-31
California,53,2009-07-31
Colorado,52,2009-07-31
Connecticut,71,2009-07-31
Delaware,0,2009-07-31
District of Columbia,95,2009-07-31
Florida,94,2009-07-31
Georgia,80,2009-07-31
Hawaii,22,2009-07-31
Idaho,36,2009-07-31
Illinois,85,2009-07-31
Indiana,53,2009-07-31
Iowa,91,2009-07-31
Kansas,62,2009-07-31
Kentucky,45,2009-07-31
Louisiana,54,2009-07-31
Maine,38,2009-07-31
Maryland,86,2009-07-31
Massachusetts,56,2009-07-31
Michigan,54,2009-07-31
Minnesota,43,2009-07-31
Mississippi,11,2009-07-31
Missouri,65,2009-07-31
Montana,81,2009-07-31
Nebraska,22,2009-07-31
Nevada,68,2009-07-31
New Hampshire,63,2009-07-31
New Jersey,71,2009-07-31
New Mexico,14,2009-07-31
New York,86,2009-07-31
North Carolina,77,2009-07-31
North Dakota,100,2009-07-31
Ohio,51,2009-07-31
Oklahoma,33,2009-07-31
Oregon,49,2009-07-31
Pennsylvania,55,2009-07-31
Rhode Island,42,2009-07-31
South Carolina,55,2009-07-31
South Dakota,46,2009-07-31
Tennessee,54,2009-07-31
Texas,94,2009-07-31
Utah,57,2009-07-31
Vermont,31,2009-07-31
Virginia,46,2009-07-31
Washington,67,2009-07-31
West Virginia,56,2009-07-31
Wisconsin,57,2009-07-31
Wyoming,37,2009-07-31
Alabama,60,2009-08-31
Alaska,100,2009-08-31
Arizona,69,2009-08-31
Arkansas,85,2009-08-31
California,49,2009-08-31
Colorado,65,2009-08-31
Connecticut,64,2009-08-31
Delaware,0,2009-08-31
District of Columbia,66,2009-08-31
Florida,70,2009-08-31
Georgia,69,2009-08-31
Hawaii,47,2009-08-31
Idaho,54,2009-08-31
Illinois,68,2009-08-31
Indiana,39,2009-08-31
Iowa,19,2009-08-31
Kansas,21,2009-08-31
Kentucky,34,2009-08-31
Louisiana,49,2009-08-31
Maine,51,2009-08-31
Maryland,80,2009-08-31
Massachusetts,62,2009-08-31
Michigan,44,2009-08-31
Minnesota,64,2009-08-31
Mississippi,77,2009-08-31
Missouri,66,2009-08-31
Montana,55,2009-08-31
Nebraska,33,2009-08-31
Nevada,49,2009-08-31
New Hampshire,63,2009-08-31
New Jersey,69,2009-08-31
New Mexico,45,2009-08-31
New York,89,2009-08-31
North Carolina,55,2009-08-31
North Dakota,62,2009-08-31
Ohio,63,2009-08-31
Oklahoma,82,2009-08-31
Oregon,62,2009-08-31
Pennsylvania,52,2009-08-31
Rhode Island,13,2009-08-31
South Carolina,63,2009-08-31
South Dakota,66,2009-08-31
Tennessee,43,2009-08-31
Texas,81,2009-08-31
Utah,21,2009-08-31
Vermont,0,2009-08-31
Virginia,33,2009-08-31
Washington,72,2009-08-31
West Virginia,76,2009-08-31
Wisconsin,47,2009-08-31
Wyoming,76,2009-08-31
Alabama,28,2009-09-30
Alaska,20,2009-09-30
Arizona,31,2009-09-30
Arkansas,32,2009-09-30
California,22,2009-09-30
Colorado,25,2009-09-30
Connecticut,16,2009-09-30
Delaware,0,2009-09-30
District of Columbia,46,2009-09-30
Florida,45,2009-09-30
Georgia,36,2009-09-30
Hawaii,12,2009-09-30
Idaho,9,2009-09-30
Illinois,30,2009-09-30
Indiana,22,2009-09-30
Iowa,23,2009-09-30
Kansas,21,2009-09-30
Kentucky,17,2009-09-30
Louisiana,30,2009-09-30
Maine,6,2009-09-30
Maryland,35,2009-09-30
Massachusetts,34,2009-09-30
Michigan,33,2009-09-30
Minnesota,26,2009-09-30
Mississippi,34,2009-09-30
Missouri,32,2009-09-30
Montana,14,2009-09-30
Nebraska,27,2009-09-30
Nevada,26,2009-09-30
New Hampshire,12,2009-09-30
New Jersey,31,2009-09-30
New Mexico,31,2009-09-30
New York,44,2009-09-30
North Carolina,38,2009-09-30
North Dakota,30,2009-09-30
Ohio,22,2009-09-30
Oklahoma,31,2009-09-30
Oregon,27,2009-09-30
Pennsylvania,34,2009-09-30
Rhode Island,7,2009-09-30
South Carolina,58,2009-09-30
South Dakota,22,2009-09-30
Tennessee,20,2009-09-30
Texas,41,2009-09-30
Utah,22,2009-09-30
Vermont,14,2009-09-30
Virginia,20,2009-09-30
Washington,29,2009-09-30
West Virginia,27,2009-09-30
Wisconsin,33,2009-09-30
Wyoming,100,2009-09-30
Alabama,48,2009-10-31
Alaska,19,2009-10-31
Arizona,73,2009-10-31
Arkansas,43,2009-10-31
California,41,2009-10-31
Colorado,46,2009-10-31
Connecticut,34,2009-10-31
Delaware,63,2009-10-31
District of Columbia,44,2009-10-31
Florida,83,2009-10-31
Georgia,84,2009-10-31
Hawaii,92,2009-10-31
Idaho,53,2009-10-31
Illinois,57,2009-10-31
Indiana,39,2009-10-31
Iowa,19,2009-10-31
Kansas,39,2009-10-31
Kentucky,16,2009-10-31
Louisiana,54,2009-10-31
Maine,24,2009-10-31
Maryland,66,2009-10-31
Massachusetts,50,2009-10-31
Michigan,43,2009-10-31
Minnesota,51,2009-10-31
Mississippi,34,2009-10-31
Missouri,70,2009-10-31
Montana,0,2009-10-31
Nebraska,43,2009-10-31
Nevada,35,2009-10-31
New Hampshire,60,2009-10-31
New Jersey,58,2009-10-31
New Mexico,60,2009-10-31
New York,58,2009-10-31
North Carolina,48,2009-10-31
North Dakota,60,2009-10-31
Ohio,39,2009-10-31
Oklahoma,100,2009-10-31
Oregon,58,2009-10-31
Pennsylvania,73,2009-10-31
Rhode Island,38,2009-10-31
South Carolina,68,2009-10-31
South Dakota,42,2009-10-31
Tennessee,27,2009-10-31
Texas,82,2009-10-31
Utah,36,2009-10-31
Vermont,62,2009-10-31
Virginia,31,2009-10-31
Washington,58,2009-10-31
West Virginia,52,2009-10-31
Wisconsin,59,2009-10-31
Wyoming,0,2009-10-31
Alabama,60,2009-11-30
Alaska,42,2009-11-30
Arizona,64,2009-11-30
Arkansas,87,2009-11-30
California,44,2009-11-30
Colorado,50,2009-11-30
Connecticut,46,2009-11-30
Delaware,0,2009-11-30
District of Columbia,73,2009-11-30
Florida,81,2009-11-30
Georgia,60,2009-11-30
Hawaii,39,2009-11-30
Idaho,19,2009-11-30
Illinois,66,2009-11-30
Indiana,52,2009-11-30
Iowa,33,2009-11-30
Kansas,29,2009-11-30
Kentucky,66,2009-11-30
Louisiana,83,2009-11-30
Maine,65,2009-11-30
Maryland,100,2009-11-30
Massachusetts,56,2009-11-30
Michigan,28,2009-11-30
Minnesota,51,2009-11-30
Mississippi,39,2009-11-30
Missouri,65,2009-11-30
Montana,30,2009-11-30
Nebraska,35,2009-11-30
Nevada,62,2009-11-30
New Hampshire,80,2009-11-30
New Jersey,59,2009-11-30
New Mexico,83,2009-11-30
New York,81,2009-11-30
North Carolina,69,2009-11-30
North Dakota,33,2009-11-30
Ohio,42,2009-11-30
Oklahoma,37,2009-11-30
Oregon,40,2009-11-30
Pennsylvania,60,2009-11-30
Rhode Island,14,2009-11-30
South Carolina,35,2009-11-30
South Dakota,68,2009-11-30
Tennessee,48,2009-11-30
Texas,87,2009-11-30
Utah,17,2009-11-30
Vermont,73,2009-11-30
Virginia,34,2009-11-30
Washington,67,2009-11-30
West Virginia,28,2009-11-30
Wisconsin,50,2009-11-30
Wyoming,0,2009-11-30
Alabama,55,2009-12-31
Alaska,70,2009-12-31
Arizona,56,2009-12-31
Arkansas,33,2009-12-31
California,31,2009-12-31
Colorado,42,2009-12-31
Connecticut,34,2009-12-31
Delaware,100,2009-12-31
District of Columbia,59,2009-12-31
Florida,60,2009-12-31
Georgia,49,2009-12-31
Hawaii,14,2009-12-31
Idaho,41,2009-12-31
Illinois,54,2009-12-31
Indiana,35,2009-12-31
Iowa,18,2009-12-31
Kansas,53,2009-12-31
Kentucky,36,2009-12-31
Louisiana,57,2009-12-31
Maine,29,2009-12-31
Maryland,58,2009-12-31
Massachusetts,41,2009-12-31
Michigan,47,2009-12-31
Minnesota,33,2009-12-31
Mississippi,77,2009-12-31
Missouri,37,2009-12-31
Montana,17,2009-12-31
Nebraska,20,2009-12-31
Nevada,81,2009-12-31
New Hampshire,30,2009-12-31
New Jersey,58,2009-12-31
New Mexico,19,2009-12-31
New York,56,2009-12-31
North Carolina,57,2009-12-31
North Dakota,92,2009-12-31
Ohio,44,2009-12-31
Oklahoma,45,2009-12-31
Oregon,31,2009-12-31
Pennsylvania,48,2009-12-31
Rhode Island,41,2009-12-31
South Carolina,64,2009-12-31
South Dakota,25,2009-12-31
Tennessee,28,2009-12-31
Texas,64,2009-12-31
Utah,9,2009-12-31
Vermont,21,2009-12-31
Virginia,28,2009-12-31
Washington,47,2009-12-31
West Virginia,32,2009-12-31
Wisconsin,35,2009-12-31
Wyoming,73,2009-12-31
Alabama,48,2010-01-31
Alaska,29,2010-01-31
Arizona,63,2010-01-31
Arkansas,56,2010-01-31
California,36,2010-01-31
Colorado,41,2010-01-31
Connecticut,49,2010-01-31
Delaware,46,2010-01-31
District of Columbia,55,2010-01-31
Florida,69,2010-01-31
Georgia,45,2010-01-31
Hawaii,26,2010-01-31
Idaho,48,2010-01-31
Illinois,71,2010-01-31
Indiana,67,2010-01-31
Iowa,34,2010-01-31
Kansas,24,2010-01-31
Kentucky,36,2010-01-31
Louisiana,49,2010-01-31
Maine,54,2010-01-31
Maryland,100,2010-01-31
Massachusetts,37,2010-01-31
Michigan,46,2010-01-31
Minnesota,32,2010-01-31
Mississippi,66,2010-01-31
Missouri,74,2010-01-31
Montana,39,2010-01-31
Nebraska,31,2010-01-31
Nevada,79,2010-01-31
New Hampshire,9,2010-01-31
New Jersey,52,2010-01-31
New Mexico,33,2010-01-31
New York,61,2010-01-31
North Carolina,40,2010-01-31
North Dakota,22,2010-01-31
Ohio,45,2010-01-31
Oklahoma,44,2010-01-31
Oregon,51,2010-01-31
Pennsylvania,57,2010-01-31
Rhode Island,9,2010-01-31
South Carolina,62,2010-01-31
South Dakota,0,2010-01-31
Tennessee,46,2010-01-31
Texas,77,2010-01-31
Utah,62,2010-01-31
Vermont,39,2010-01-31
Virginia,27,2010-01-31
Washington,54,2010-01-31
West Virginia,19,2010-01-31
Wisconsin,37,2010-01-31
Wyoming,0,2010-01-31
Alabama,53,2010-02-28
Alaska,41,2010-02-28
Arizona,47,2010-02-28
Arkansas,40,2010-02-28
California,39,2010-02-28
Colorado,53,2010-02-28
Connecticut,46,2010-02-28
Delaware,84,2010-02-28
District of Columbia,100,2010-02-28
Florida,81,2010-02-28
Georgia,55,2010-02-28
Hawaii,78,2010-02-28
Idaho,48,2010-02-28
Illinois,84,2010-02-28
Indiana,45,2010-02-28
Iowa,26,2010-02-28
Kansas,48,2010-02-28
Kentucky,66,2010-02-28
Louisiana,47,2010-02-28
Maine,51,2010-02-28
Maryland,64,2010-02-28
Massachusetts,61,2010-02-28
Michigan,46,2010-02-28
Minnesota,50,2010-02-28
Mississippi,59,2010-02-28
Missouri,58,2010-02-28
Montana,58,2010-02-28
Nebraska,45,2010-02-28
Nevada,34,2010-02-28
New Hampshire,53,2010-02-28
New Jersey,60,2010-02-28
New Mexico,43,2010-02-28
New York,57,2010-02-28
North Carolina,58,2010-02-28
North Dakota,41,2010-02-28
Ohio,43,2010-02-28
Oklahoma,49,2010-02-28
Oregon,33,2010-02-28
Pennsylvania,53,2010-02-28
Rhode Island,27,2010-02-28
South Carolina,48,2010-02-28
South Dakota,15,2010-02-28
Tennessee,62,2010-02-28
Texas,75,2010-02-28
Utah,16,2010-02-28
Vermont,53,2010-02-28
Virginia,29,2010-02-28
Washington,64,2010-02-28
West Virginia,36,2010-02-28
Wisconsin,55,2010-02-28
Wyoming,30,2010-02-28
Alabama,65,2010-03-31
Alaska,47,2010-03-31
Arizona,76,2010-03-31
Arkansas,73,2010-03-31
California,44,2010-03-31
Colorado,67,2010-03-31
Connecticut,76,2010-03-31
Delaware,100,2010-03-31
District of Columbia,88,2010-03-31
Florida,86,2010-03-31
Georgia,60,2010-03-31
Hawaii,29,2010-03-31
Idaho,57,2010-03-31
Illinois,76,2010-03-31
Indiana,62,2010-03-31
Iowa,37,2010-03-31
Kansas,92,2010-03-31
Kentucky,51,2010-03-31
Louisiana,48,2010-03-31
Maine,31,2010-03-31
Maryland,94,2010-03-31
Massachusetts,72,2010-03-31
Michigan,49,2010-03-31
Minnesota,61,2010-03-31
Mississippi,58,2010-03-31
Missouri,80,2010-03-31
Montana,67,2010-03-31
Nebraska,78,2010-03-31
Nevada,45,2010-03-31
New Hampshire,80,2010-03-31
New Jersey,60,2010-03-31
New Mexico,74,2010-03-31
New York,86,2010-03-31
North Carolina,82,2010-03-31
North Dakota,0,2010-03-31
Ohio,60,2010-03-31
Oklahoma,83,2010-03-31
Oregon,35,2010-03-31
Pennsylvania,72,2010-03-31
Rhode Island,74,2010-03-31
South Carolina,92,2010-03-31
South Dakota,85,2010-03-31
Tennessee,58,2010-03-31
Texas,92,2010-03-31
Utah,32,2010-03-31
Vermont,56,2010-03-31
Virginia,33,2010-03-31
Washington,61,2010-03-31
West Virginia,21,2010-03-31
Wisconsin,54,2010-03-31
Wyoming,35,2010-03-31
Alabama,50,2010-04-30
Alaska,15,2010-04-30
Arizona,57,2010-04-30
Arkansas,72,2010-04-30
California,36,2010-04-30
Colorado,32,2010-04-30
Connecticut,41,2010-04-30
Delaware,49,2010-04-30
District of Columbia,69,2010-04-30
Florida,84,2010-04-30
Georgia,66,2010-04-30
Hawaii,100,2010-04-30
Idaho,15,2010-04-30
Illinois,65,2010-04-30
Indiana,34,2010-04-30
Iowa,38,2010-04-30
Kansas,32,2010-04-30
Kentucky,31,2010-04-30
Louisiana,65,2010-04-30
Maine,20,2010-04-30
Maryland,99,2010-04-30
Massachusetts,64,2010-04-30
Michigan,61,2010-04-30
Minnesota,67,2010-04-30
Mississippi,57,2010-04-30
Missouri,65,2010-04-30
Montana,45,2010-04-30
Nebraska,81,2010-04-30
Nevada,49,2010-04-30
New Hampshire,79,2010-04-30
New Jersey,60,2010-04-30
New Mexico,50,2010-04-30
New York,75,2010-04-30
North Carolina,63,2010-04-30
North Dakota,0,2010-04-30
Ohio,44,2010-04-30
Oklahoma,72,2010-04-30
Oregon,44,2010-04-30
Pennsylvania,44,2010-04-30
Rhode Island,31,2010-04-30
South Carolina,74,2010-04-30
South Dakota,17,2010-04-30
Tennessee,58,2010-04-30
Texas,84,2010-04-30
Utah,45,2010-04-30
Vermont,48,2010-04-30
Virginia,28,2010-04-30
Washington,66,2010-04-30
West Virginia,22,2010-04-30
Wisconsin,28,2010-04-30
Wyoming,0,2010-04-30
Alabama,69,2010-05-31
Alaska,81,2010-05-31
Arizona,56,2010-05-31
Arkansas,62,2010-05-31
California,40,2010-05-31
Colorado,49,2010-05-31
Connecticut,44,2010-05-31
Delaware,28,2010-05-31
District of Columbia,71,2010-05-31
Florida,83,2010-05-31
Georgia,75,2010-05-31
Hawaii,49,2010-05-31
Idaho,49,2010-05-31
Illinois,85,2010-05-31
Indiana,58,2010-05-31
Iowa,63,2010-05-31
Kansas,58,2010-05-31
Kentucky,29,2010-05-31
Louisiana,66,2010-05-31
Maine,34,2010-05-31
Maryland,71,2010-05-31
Massachusetts,55,2010-05-31
Michigan,40,2010-05-31
Minnesota,54,2010-05-31
Mississippi,63,2010-05-31
Missouri,51,2010-05-31
Montana,26,2010-05-31
Nebraska,30,2010-05-31
Nevada,84,2010-05-31
New Hampshire,32,2010-05-31
New Jersey,77,2010-05-31
New Mexico,42,2010-05-31
New York,72,2010-05-31
North Carolina,57,2010-05-31
North Dakota,29,2010-05-31
Ohio,34,2010-05-31
Oklahoma,66,2010-05-31
Oregon,37,2010-05-31
Pennsylvania,70,2010-05-31
Rhode Island,23,2010-05-31
South Carolina,100,2010-05-31
South Dakota,59,2010-05-31
Tennessee,49,2010-05-31
Texas,89,2010-05-31
Utah,28,2010-05-31
Vermont,29,2010-05-31
Virginia,35,2010-05-31
Washington,39,2010-05-31
West Virginia,49,2010-05-31
Wisconsin,60,2010-05-31
Wyoming,0,2010-05-31
Alabama,51,2010-06-30
Alaska,37,2010-06-30
Arizona,68,2010-06-30
Arkansas,49,2010-06-30
California,31,2010-06-30
Colorado,55,2010-06-30
Connecticut,53,2010-06-30
Delaware,23,2010-06-30
District of Columbia,67,2010-06-30
Florida,64,2010-06-30
