geoName,Flat,year
Vermont,100,2012-06-30
Virginia,14,2012-06-30
Washington,20,2012-06-30
West Virginia,0,2012-06-30
Wisconsin,10,2012-06-30
Wyoming,0,2012-06-30
Alabama,0,2012-07-31
Alaska,100,2012-07-31
Arizona,11,2012-07-31
Arkansas,0,2012-07-31
California,21,2012-07-31
Colorado,5,2012-07-31
Connecticut,10,2012-07-31
Delaware,0,2012-07-31
District of Columbia,0,2012-07-31
Florida,9,2012-07-31
Georgia,16,2012-07-31
Hawaii,0,2012-07-31
Idaho,0,2012-07-31
Illinois,24,2012-07-31
Indiana,49,2012-07-31
Iowa,16,2012-07-31
Kansas,0,2012-07-31
Kentucky,0,2012-07-31
Louisiana,8,2012-07-31
Maine,90,2012-07-31
Maryland,6,2012-07-31
Massachusetts,15,2012-07-31
Michigan,17,2012-07-31
Minnesota,11,2012-07-31
Mississippi,0,2012-07-31
Missouri,16,2012-07-31
Montana,0,2012-07-31
Nebraska,0,2012-07-31
Nevada,17,2012-07-31
New Hampshire,0,2012-07-31
New Jersey,12,2012-07-31
New Mexico,0,2012-07-31
New York,15,2012-07-31
North Carolina,10,2012-07-31
North Dakota,0,2012-07-31
Ohio,0,2012-07-31
Oklahoma,0,2012-07-31
Oregon,0,2012-07-31
Pennsylvania,6,2012-07-31
Rhode Island,0,2012-07-31
South Carolina,0,2012-07-31
South Dakota,0,2012-07-31
Tennessee,7,2012-07-31
Texas,7,2012-07-31
Utah,25,2012-07-31
Vermont,61,2012-07-31
Virginia,17,2012-07-31
Washington,4,2012-07-31
West Virginia,0,2012-07-31
Wisconsin,26,2012-07-31
Wyoming,0,2012-07-31
Alabama,10,2012-08-31
Alaska,0,2012-08-31
Arizona,4,2012-08-31
Arkansas,0,2012-08-31
California,10,2012-08-31
Colorado,9,2012-08-31
Connecticut,16,2012-08-31
Delaware,0,2012-08-31
District of Columbia,0,2012-08-31
Florida,15,2012-08-31
Georgia,15,2012-08-31
Hawaii,0,2012-08-31
Idaho,0,2012-08-31
Illinois,21,2012-08-31
Indiana,28,2012-08-31
Iowa,0,2012-08-31
Kansas,0,2012-08-31
Kentucky,0,2012-08-31
Louisiana,7,2012-08-31
Maine,0,2012-08-31
Maryland,0,2012-08-31
Massachusetts,13,2012-08-31
Michigan,11,2012-08-31
Minnesota,5,2012-08-31
Mississippi,19,2012-08-31
Missouri,0,2012-08-31
Montana,44,2012-08-31
Nebraska,20,2012-08-31
Nevada,0,2012-08-31
New Hampshire,46,2012-08-31
New Jersey,13,2012-08-31
New Mexico,0,2012-08-31
New York,14,2012-08-31
North Carolina,6,2012-08-31
North Dakota,0,2012-08-31
Ohio,12,2012-08-31
Oklahoma,0,2012-08-31
Oregon,7,2012-08-31
Pennsylvania,14,2012-08-31
Rhode Island,0,2012-08-31
South Carolina,10,2012-08-31
South Dakota,0,2012-08-31
Tennessee,6,2012-08-31
Texas,9,2012-08-31
Utah,12,2012-08-31
Vermont,100,2012-08-31
Virginia,7,2012-08-31
Washington,11,2012-08-31
West Virginia,0,2012-08-31
Wisconsin,5,2012-08-31
Wyoming,0,2012-08-31
Alabama,0,2012-09-30
Alaska,0,2012-09-30
Arizona,5,2012-09-30
Arkansas,64,2012-09-30
California,12,2012-09-30
Colorado,5,2012-09-30
Connecticut,9,2012-09-30
Delaware,0,2012-09-30
District of Columbia,5,2012-09-30
Florida,21,2012-09-30
Georgia,15,2012-09-30
Hawaii,0,2012-09-30
Idaho,0,2012-09-30
Illinois,25,2012-09-30
Indiana,0,2012-09-30
Iowa,14,2012-09-30
Kansas,0,2012-09-30
Kentucky,0,2012-09-30
Louisiana,0,2012-09-30
Maine,0,2012-09-30
Maryland,11,2012-09-30
Massachusetts,22,2012-09-30
Michigan,13,2012-09-30
Minnesota,0,2012-09-30
Mississippi,0,2012-09-30
Missouri,5,2012-09-30
Montana,0,2012-09-30
Nebraska,0,2012-09-30
Nevada,30,2012-09-30
New Hampshire,23,2012-09-30
New Jersey,11,2012-09-30
New Mexico,0,2012-09-30
New York,11,2012-09-30
North Carolina,22,2012-09-30
North Dakota,0,2012-09-30
Ohio,3,2012-09-30
Oklahoma,13,2012-09-30
Oregon,7,2012-09-30
Pennsylvania,13,2012-09-30
Rhode Island,0,2012-09-30
South Carolina,10,2012-09-30
South Dakota,0,2012-09-30
Tennessee,20,2012-09-30
Texas,8,2012-09-30
Utah,0,2012-09-30
Vermont,100,2012-09-30
Virginia,8,2012-09-30
Washington,15,2012-09-30
West Virginia,0,2012-09-30
Wisconsin,11,2012-09-30
Wyoming,0,2012-09-30
Alabama,17,2012-10-31
Alaska,0,2012-10-31
Arizona,9,2012-10-31
Arkansas,0,2012-10-31
California,22,2012-10-31
Colorado,9,2012-10-31
Connecticut,0,2012-10-31
Delaware,0,2012-10-31
District of Columbia,0,2012-10-31
Florida,27,2012-10-31
Georgia,34,2012-10-31
Hawaii,0,2012-10-31
Idaho,49,2012-10-31
Illinois,30,2012-10-31
Indiana,0,2012-10-31
Iowa,0,2012-10-31
Kansas,25,2012-10-31
Kentucky,16,2012-10-31
Louisiana,17,2012-10-31
Maine,100,2012-10-31
Maryland,24,2012-10-31
Massachusetts,24,2012-10-31
Michigan,31,2012-10-31
Minnesota,27,2012-10-31
Mississippi,37,2012-10-31
Missouri,9,2012-10-31
Montana,0,2012-10-31
Nebraska,0,2012-10-31
Nevada,0,2012-10-31
New Hampshire,0,2012-10-31
New Jersey,7,2012-10-31
New Mexico,0,2012-10-31
New York,30,2012-10-31
North Carolina,13,2012-10-31
North Dakota,0,2012-10-31
Ohio,6,2012-10-31
Oklahoma,0,2012-10-31
Oregon,0,2012-10-31
Pennsylvania,15,2012-10-31
Rhode Island,55,2012-10-31
South Carolina,75,2012-10-31
South Dakota,0,2012-10-31
Tennessee,21,2012-10-31
Texas,12,2012-10-31
Utah,23,2012-10-31
Vermont,94,2012-10-31
Virginia,29,2012-10-31
Washington,26,2012-10-31
West Virginia,59,2012-10-31
Wisconsin,35,2012-10-31
Wyoming,0,2012-10-31
Alabama,22,2012-11-30
Alaska,0,2012-11-30
Arizona,0,2012-11-30
Arkansas,0,2012-11-30
California,24,2012-11-30
Colorado,33,2012-11-30
Connecticut,10,2012-11-30
Delaware,0,2012-11-30
District of Columbia,63,2012-11-30
Florida,38,2012-11-30
Georgia,11,2012-11-30
Hawaii,0,2012-11-30
Idaho,0,2012-11-30
Illinois,43,2012-11-30
Indiana,100,2012-11-30
Iowa,32,2012-11-30
Kansas,44,2012-11-30
Kentucky,25,2012-11-30
Louisiana,0,2012-11-30
Maine,0,2012-11-30
Maryland,10,2012-11-30
Massachusetts,51,2012-11-30
Michigan,8,2012-11-30
Minnesota,36,2012-11-30
Mississippi,47,2012-11-30
Missouri,12,2012-11-30
Montana,0,2012-11-30
Nebraska,0,2012-11-30
Nevada,69,2012-11-30
New Hampshire,0,2012-11-30
New Jersey,7,2012-11-30
New Mexico,0,2012-11-30
New York,22,2012-11-30
North Carolina,9,2012-11-30
North Dakota,0,2012-11-30
Ohio,22,2012-11-30
Oklahoma,29,2012-11-30
Oregon,18,2012-11-30
Pennsylvania,27,2012-11-30
Rhode Island,0,2012-11-30
South Carolina,75,2012-11-30
South Dakota,0,2012-11-30
Tennessee,12,2012-11-30
Texas,21,2012-11-30
Utah,0,2012-11-30
Vermont,0,2012-11-30
Virginia,38,2012-11-30
Washington,41,2012-11-30
West Virginia,0,2012-11-30
Wisconsin,40,2012-11-30
Wyoming,0,2012-11-30
Alabama,16,2012-12-31
Alaska,0,2012-12-31
Arizona,23,2012-12-31
Arkansas,34,2012-12-31
California,29,2012-12-31
Colorado,46,2012-12-31
Connecticut,37,2012-12-31
Delaware,71,2012-12-31
District of Columbia,36,2012-12-31
Florida,8,2012-12-31
Georgia,18,2012-12-31
Hawaii,38,2012-12-31
Idaho,0,2012-12-31
Illinois,42,2012-12-31
Indiana,0,2012-12-31
Iowa,22,2012-12-31
Kansas,61,2012-12-31
Kentucky,0,2012-12-31
Louisiana,22,2012-12-31
Maine,0,2012-12-31
Maryland,7,2012-12-31
Massachusetts,11,2012-12-31
Michigan,55,2012-12-31
Minnesota,8,2012-12-31
Mississippi,0,2012-12-31
Missouri,18,2012-12-31
Montana,0,2012-12-31
Nebraska,0,2012-12-31
Nevada,19,2012-12-31
New Hampshire,0,2012-12-31
New Jersey,16,2012-12-31
New Mexico,0,2012-12-31
New York,19,2012-12-31
North Carolina,27,2012-12-31
North Dakota,87,2012-12-31
Ohio,15,2012-12-31
Oklahoma,0,2012-12-31
Oregon,12,2012-12-31
Pennsylvania,28,2012-12-31
Rhode Island,0,2012-12-31
South Carolina,50,2012-12-31
South Dakota,0,2012-12-31
Tennessee,10,2012-12-31
Texas,20,2012-12-31
Utah,0,2012-12-31
Vermont,100,2012-12-31
Virginia,7,2012-12-31
Washington,0,2012-12-31
West Virginia,0,2012-12-31
Wisconsin,30,2012-12-31
Wyoming,0,2012-12-31
Alabama,0,2013-01-31
Alaska,100,2013-01-31
Arizona,22,2013-01-31
Arkansas,45,2013-01-31
California,27,2013-01-31
Colorado,21,2013-01-31
Connecticut,0,2013-01-31
Delaware,93,2013-01-31
District of Columbia,20,2013-01-31
Florida,31,2013-01-31
Georgia,70,2013-01-31
Hawaii,0,2013-01-31
Idaho,0,2013-01-31
Illinois,28,2013-01-31
Indiana,44,2013-01-31
Iowa,0,2013-01-31
Kansas,0,2013-01-31
Kentucky,47,2013-01-31
Louisiana,30,2013-01-31
Maine,0,2013-01-31
Maryland,9,2013-01-31
Massachusetts,12,2013-01-31
Michigan,46,2013-01-31
Minnesota,32,2013-01-31
Mississippi,44,2013-01-31
Missouri,22,2013-01-31
Montana,97,2013-01-31
Nebraska,42,2013-01-31
Nevada,0,2013-01-31
New Hampshire,0,2013-01-31
New Jersey,29,2013-01-31
New Mexico,0,2013-01-31
New York,22,2013-01-31
North Carolina,35,2013-01-31
North Dakota,0,2013-01-31
Ohio,7,2013-01-31
Oklahoma,58,2013-01-31
Oregon,34,2013-01-31
Pennsylvania,22,2013-01-31
Rhode Island,0,2013-01-31
South Carolina,0,2013-01-31
South Dakota,0,2013-01-31
Tennessee,57,2013-01-31
Texas,28,2013-01-31
Utah,0,2013-01-31
Vermont,0,2013-01-31
Virginia,8,2013-01-31
Washington,39,2013-01-31
West Virginia,0,2013-01-31
Wisconsin,51,2013-01-31
Wyoming,0,2013-01-31
Alabama,0,2013-02-28
Alaska,100,2013-02-28
Arizona,20,2013-02-28
Arkansas,0,2013-02-28
California,56,2013-02-28
Colorado,44,2013-02-28
Connecticut,37,2013-02-28
Delaware,0,2013-02-28
District of Columbia,18,2013-02-28
Florida,18,2013-02-28
Georgia,26,2013-02-28
Hawaii,100,2013-02-28
Idaho,59,2013-02-28
Illinois,20,2013-02-28
Indiana,0,2013-02-28
Iowa,29,2013-02-28
Kansas,0,2013-02-28
Kentucky,23,2013-02-28
Louisiana,0,2013-02-28
Maine,0,2013-02-28
Maryland,21,2013-02-28
Massachusetts,25,2013-02-28
Michigan,36,2013-02-28
Minnesota,29,2013-02-28
Mississippi,45,2013-02-28
Missouri,11,2013-02-28
Montana,0,2013-02-28
Nebraska,0,2013-02-28
Nevada,32,2013-02-28
New Hampshire,51,2013-02-28
New Jersey,7,2013-02-28
New Mexico,0,2013-02-28
New York,26,2013-02-28
North Carolina,40,2013-02-28
North Dakota,0,2013-02-28
Ohio,14,2013-02-28
Oklahoma,59,2013-02-28
Oregon,0,2013-02-28
Pennsylvania,48,2013-02-28
Rhode Island,67,2013-02-28
South Carolina,42,2013-02-28
South Dakota,0,2013-02-28
Tennessee,68,2013-02-28
Texas,25,2013-02-28
Utah,0,2013-02-28
Vermont,0,2013-02-28
Virginia,8,2013-02-28
Washington,24,2013-02-28
West Virginia,0,2013-02-28
Wisconsin,0,2013-02-28
Wyoming,0,2013-02-28
Alabama,40,2013-03-31
Alaska,0,2013-03-31
Arizona,16,2013-03-31
Arkansas,0,2013-03-31
California,26,2013-03-31
Colorado,17,2013-03-31
Connecticut,62,2013-03-31
Delaware,0,2013-03-31
District of Columbia,37,2013-03-31
Florida,31,2013-03-31
Georgia,45,2013-03-31
Hawaii,0,2013-03-31
Idaho,50,2013-03-31
Illinois,28,2013-03-31
Indiana,12,2013-03-31
Iowa,0,2013-03-31
Kansas,45,2013-03-31
Kentucky,19,2013-03-31
Louisiana,15,2013-03-31
Maine,100,2013-03-31
Maryland,9,2013-03-31
Massachusetts,27,2013-03-31
Michigan,54,2013-03-31
Minnesota,0,2013-03-31
Mississippi,74,2013-03-31
Missouri,9,2013-03-31
Montana,81,2013-03-31
Nebraska,35,2013-03-31
Nevada,26,2013-03-31
New Hampshire,44,2013-03-31
New Jersey,35,2013-03-31
New Mexico,0,2013-03-31
New York,29,2013-03-31
North Carolina,28,2013-03-31
North Dakota,0,2013-03-31
Ohio,24,2013-03-31
Oklahoma,0,2013-03-31
Oregon,29,2013-03-31
Pennsylvania,18,2013-03-31
Rhode Island,0,2013-03-31
South Carolina,52,2013-03-31
South Dakota,0,2013-03-31
Tennessee,22,2013-03-31
Texas,33,2013-03-31
Utah,0,2013-03-31
Vermont,0,2013-03-31
Virginia,14,2013-03-31
Washington,21,2013-03-31
West Virginia,0,2013-03-31
Wisconsin,20,2013-03-31
Wyoming,0,2013-03-31
Alabama,16,2013-04-30
Alaska,100,2013-04-30
Arizona,7,2013-04-30
Arkansas,15,2013-04-30
California,9,2013-04-30
Colorado,15,2013-04-30
Connecticut,12,2013-04-30
Delaware,0,2013-04-30
District of Columbia,32,2013-04-30
Florida,11,2013-04-30
Georgia,7,2013-04-30
Hawaii,16,2013-04-30
Idaho,0,2013-04-30
Illinois,6,2013-04-30
Indiana,9,2013-04-30
Iowa,19,2013-04-30
Kansas,19,2013-04-30
Kentucky,0,2013-04-30
Louisiana,6,2013-04-30
Maine,0,2013-04-30
Maryland,3,2013-04-30
Massachusetts,18,2013-04-30
Michigan,25,2013-04-30
Minnesota,18,2013-04-30
Mississippi,0,2013-04-30
Missouri,11,2013-04-30
Montana,0,2013-04-30
Nebraska,0,2013-04-30
Nevada,0,2013-04-30
New Hampshire,17,2013-04-30
New Jersey,15,2013-04-30
New Mexico,0,2013-04-30
New York,9,2013-04-30
North Carolina,4,2013-04-30
North Dakota,0,2013-04-30
Ohio,2,2013-04-30
Oklahoma,25,2013-04-30
Oregon,21,2013-04-30
Pennsylvania,11,2013-04-30
Rhode Island,0,2013-04-30
South Carolina,14,2013-04-30
South Dakota,0,2013-04-30
Tennessee,8,2013-04-30
Texas,10,2013-04-30
Utah,18,2013-04-30
Vermont,75,2013-04-30
Virginia,5,2013-04-30
Washington,13,2013-04-30
West Virginia,0,2013-04-30
Wisconsin,16,2013-04-30
Wyoming,0,2013-04-30
Alabama,0,2013-05-31
Alaska,0,2013-05-31
Arizona,12,2013-05-31
Arkansas,35,2013-05-31
California,12,2013-05-31
Colorado,15,2013-05-31
Connecticut,14,2013-05-31
Delaware,35,2013-05-31
District of Columbia,13,2013-05-31
Florida,13,2013-05-31
Georgia,20,2013-05-31
Hawaii,0,2013-05-31
Idaho,0,2013-05-31
Illinois,11,2013-05-31
Indiana,12,2013-05-31
Iowa,12,2013-05-31
Kansas,0,2013-05-31
Kentucky,8,2013-05-31
Louisiana,7,2013-05-31
Maine,0,2013-05-31
Maryland,10,2013-05-31
Massachusetts,10,2013-05-31
Michigan,23,2013-05-31
Minnesota,10,2013-05-31
Mississippi,0,2013-05-31
Missouri,12,2013-05-31
Montana,38,2013-05-31
Nebraska,0,2013-05-31
Nevada,11,2013-05-31
New Hampshire,19,2013-05-31
New Jersey,5,2013-05-31
New Mexico,19,2013-05-31
New York,14,2013-05-31
North Carolina,10,2013-05-31
North Dakota,0,2013-05-31
Ohio,18,2013-05-31
Oklahoma,8,2013-05-31
Oregon,6,2013-05-31
Pennsylvania,4,2013-05-31
Rhode Island,0,2013-05-31
South Carolina,31,2013-05-31
South Dakota,100,2013-05-31
Tennessee,37,2013-05-31
Texas,11,2013-05-31
Utah,0,2013-05-31
Vermont,43,2013-05-31
Virginia,14,2013-05-31
Washington,22,2013-05-31
West Virginia,0,2013-05-31
Wisconsin,9,2013-05-31
Wyoming,0,2013-05-31
Alabama,14,2013-06-30
Alaska,0,2013-06-30
Arizona,7,2013-06-30
Arkansas,0,2013-06-30
California,17,2013-06-30
Colorado,11,2013-06-30
Connecticut,6,2013-06-30
Delaware,0,2013-06-30
District of Columbia,0,2013-06-30
Florida,8,2013-06-30
Georgia,14,2013-06-30
Hawaii,0,2013-06-30
Idaho,0,2013-06-30
Illinois,10,2013-06-30
Indiana,15,2013-06-30
Iowa,10,2013-06-30
Kansas,0,2013-06-30
Kentucky,31,2013-06-30
Louisiana,12,2013-06-30
Maine,0,2013-06-30
Maryland,7,2013-06-30
Massachusetts,7,2013-06-30
Michigan,24,2013-06-30
Minnesota,20,2013-06-30
Mississippi,0,2013-06-30
Missouri,21,2013-06-30
Montana,100,2013-06-30
Nebraska,0,2013-06-30
Nevada,8,2013-06-30
New Hampshire,17,2013-06-30
New Jersey,9,2013-06-30
New Mexico,0,2013-06-30
New York,8,2013-06-30
North Carolina,12,2013-06-30
North Dakota,0,2013-06-30
Ohio,23,2013-06-30
Oklahoma,14,2013-06-30
Oregon,24,2013-06-30
Pennsylvania,9,2013-06-30
Rhode Island,0,2013-06-30
South Carolina,0,2013-06-30
South Dakota,0,2013-06-30
Tennessee,9,2013-06-30
Texas,13,2013-06-30
Utah,15,2013-06-30
Vermont,0,2013-06-30
Virginia,10,2013-06-30
Washington,18,2013-06-30
West Virginia,0,2013-06-30
Wisconsin,10,2013-06-30
Wyoming,0,2013-06-30
Alabama,12,2013-07-31
Alaska,0,2013-07-31
Arizona,11,2013-07-31
Arkansas,11,2013-07-31
California,10,2013-07-31
Colorado,6,2013-07-31
Connecticut,10,2013-07-31
Delaware,0,2013-07-31
District of Columbia,0,2013-07-31
Florida,11,2013-07-31
Georgia,9,2013-07-31
Hawaii,12,2013-07-31
Idaho,16,2013-07-31
Illinois,10,2013-07-31
Indiana,28,2013-07-31
Iowa,0,2013-07-31
Kansas,5,2013-07-31
Kentucky,0,2013-07-31
Louisiana,0,2013-07-31
Maine,0,2013-07-31
Maryland,6,2013-07-31
Massachusetts,9,2013-07-31
Michigan,11,2013-07-31
Minnesota,5,2013-07-31
Mississippi,16,2013-07-31
Missouri,6,2013-07-31
Montana,0,2013-07-31
Nebraska,11,2013-07-31
Nevada,6,2013-07-31
New Hampshire,0,2013-07-31
New Jersey,12,2013-07-31
New Mexico,13,2013-07-31
New York,11,2013-07-31
North Carolina,19,2013-07-31
North Dakota,0,2013-07-31
Ohio,4,2013-07-31
Oklahoma,0,2013-07-31
Oregon,6,2013-07-31
Pennsylvania,4,2013-07-31
Rhode Island,0,2013-07-31
South Carolina,0,2013-07-31
South Dakota,0,2013-07-31
Tennessee,2,2013-07-31
Texas,6,2013-07-31
Utah,15,2013-07-31
Vermont,0,2013-07-31
Virginia,10,2013-07-31
Washington,2,2013-07-31
West Virginia,0,2013-07-31
Wisconsin,8,2013-07-31
Wyoming,100,2013-07-31
Alabama,73,2013-08-31
Alaska,0,2013-08-31
Arizona,71,2013-08-31
Arkansas,0,2013-08-31
California,65,2013-08-31
Colorado,37,2013-08-31
Connecticut,29,2013-08-31
Delaware,0,2013-08-31
District of Columbia,0,2013-08-31
Florida,25,2013-08-31
Georgia,49,2013-08-31
Hawaii,0,2013-08-31
Idaho,0,2013-08-31
Illinois,61,2013-08-31
Indiana,92,2013-08-31
Iowa,48,2013-08-31
Kansas,55,2013-08-31
Kentucky,24,2013-08-31
Louisiana,66,2013-08-31
Maine,0,2013-08-31
Maryland,38,2013-08-31
Massachusetts,52,2013-08-31
Michigan,89,2013-08-31
Minnesota,45,2013-08-31
Mississippi,65,2013-08-31
Missouri,0,2013-08-31
Montana,0,2013-08-31
Nebraska,0,2013-08-31
Nevada,65,2013-08-31
New Hampshire,0,2013-08-31
New Jersey,51,2013-08-31
New Mexico,0,2013-08-31
New York,49,2013-08-31
North Carolina,33,2013-08-31
North Dakota,0,2013-08-31
Ohio,32,2013-08-31
Oklahoma,57,2013-08-31
Oregon,35,2013-08-31
Pennsylvania,37,2013-08-31
Rhode Island,0,2013-08-31
South Carolina,100,2013-08-31
South Dakota,0,2013-08-31
Tennessee,21,2013-08-31
Texas,59,2013-08-31
Utah,29,2013-08-31
Vermont,0,2013-08-31
Virginia,10,2013-08-31
Washington,12,2013-08-31
West Virginia,0,2013-08-31
Wisconsin,77,2013-08-31
Wyoming,0,2013-08-31
Alabama,0,2013-09-30
Alaska,0,2013-09-30
Arizona,19,2013-09-30
Arkansas,73,2013-09-30
California,30,2013-09-30
Colorado,48,2013-09-30
Connecticut,32,2013-09-30
Delaware,0,2013-09-30
District of Columbia,53,2013-09-30
Florida,41,2013-09-30
Georgia,19,2013-09-30
Hawaii,41,2013-09-30
Idaho,100,2013-09-30
Illinois,38,2013-09-30
Indiana,13,2013-09-30
Iowa,47,2013-09-30
Kansas,58,2013-09-30
Kentucky,0,2013-09-30
Louisiana,19,2013-09-30
Maine,0,2013-09-30
Maryland,11,2013-09-30
Massachusetts,24,2013-09-30
Michigan,27,2013-09-30
Minnesota,32,2013-09-30
Mississippi,0,2013-09-30
Missouri,19,2013-09-30
Montana,0,2013-09-30
Nebraska,34,2013-09-30
Nevada,0,2013-09-30
New Hampshire,0,2013-09-30
New Jersey,11,2013-09-30
New Mexico,43,2013-09-30
New York,35,2013-09-30
North Carolina,18,2013-09-30
North Dakota,0,2013-09-30
Ohio,30,2013-09-30
Oklahoma,0,2013-09-30
Oregon,18,2013-09-30
Pennsylvania,20,2013-09-30
Rhode Island,0,2013-09-30
South Carolina,0,2013-09-30
South Dakota,0,2013-09-30
Tennessee,11,2013-09-30
Texas,24,2013-09-30
Utah,0,2013-09-30
Vermont,0,2013-09-30
Virginia,21,2013-09-30
Washington,28,2013-09-30
West Virginia,0,2013-09-30
Wisconsin,23,2013-09-30
Wyoming,0,2013-09-30
Alabama,11,2013-10-31
Alaska,47,2013-10-31
Arizona,0,2013-10-31
Arkansas,39,2013-10-31
California,16,2013-10-31
Colorado,16,2013-10-31
Connecticut,9,2013-10-31
Delaware,0,2013-10-31
District of Columbia,0,2013-10-31
Florida,9,2013-10-31
Georgia,23,2013-10-31
Hawaii,0,2013-10-31
Idaho,0,2013-10-31
Illinois,12,2013-10-31
Indiana,7,2013-10-31
Iowa,41,2013-10-31
Kansas,0,2013-10-31
Kentucky,16,2013-10-31
Louisiana,10,2013-10-31
Maine,26,2013-10-31
Maryland,0,2013-10-31
Massachusetts,0,2013-10-31
Michigan,22,2013-10-31
Minnesota,9,2013-10-31
Mississippi,0,2013-10-31
Missouri,30,2013-10-31
Montana,0,2013-10-31
Nebraska,19,2013-10-31
Nevada,10,2013-10-31
New Hampshire,46,2013-10-31
New Jersey,16,2013-10-31
New Mexico,23,2013-10-31
New York,26,2013-10-31
North Carolina,17,2013-10-31
North Dakota,0,2013-10-31
Ohio,10,2013-10-31
Oklahoma,0,2013-10-31
Oregon,15,2013-10-31
Pennsylvania,10,2013-10-31
Rhode Island,0,2013-10-31
South Carolina,0,2013-10-31
South Dakota,0,2013-10-31
Tennessee,22,2013-10-31
Texas,20,2013-10-31
Utah,10,2013-10-31
Vermont,100,2013-10-31
Virginia,33,2013-10-31
Washington,15,2013-10-31
West Virginia,25,2013-10-31
Wisconsin,16,2013-10-31
Wyoming,0,2013-10-31
Alabama,0,2013-11-30
Alaska,97,2013-11-30
Arizona,0,2013-11-30
Arkansas,41,2013-11-30
California,28,2013-11-30
Colorado,20,2013-11-30
Connecticut,0,2013-11-30
Delaware,0,2013-11-30
District of Columbia,0,2013-11-30
Florida,32,2013-11-30
Georgia,26,2013-11-30
Hawaii,90,2013-11-30
Idaho,0,2013-11-30
Illinois,21,2013-11-30
Indiana,56,2013-11-30
Iowa,22,2013-11-30
Kansas,36,2013-11-30
Kentucky,33,2013-11-30
Louisiana,0,2013-11-30
Maine,55,2013-11-30
Maryland,43,2013-11-30
Massachusetts,27,2013-11-30
Michigan,41,2013-11-30
Minnesota,64,2013-11-30
Mississippi,0,2013-11-30
Missouri,10,2013-11-30
Montana,0,2013-11-30
Nebraska,0,2013-11-30
Nevada,0,2013-11-30
New Hampshire,46,2013-11-30
New Jersey,26,2013-11-30
New Mexico,0,2013-11-30
New York,18,2013-11-30
North Carolina,28,2013-11-30
North Dakota,0,2013-11-30
Ohio,19,2013-11-30
Oklahoma,37,2013-11-30
Oregon,31,2013-11-30
Pennsylvania,10,2013-11-30
Rhode Island,0,2013-11-30
South Carolina,20,2013-11-30
South Dakota,0,2013-11-30
Tennessee,25,2013-11-30
Texas,16,2013-11-30
Utah,0,2013-11-30
Vermont,100,2013-11-30
Virginia,18,2013-11-30
Washington,0,2013-11-30
West Virginia,0,2013-11-30
Wisconsin,13,2013-11-30
Wyoming,0,2013-11-30
Alabama,10,2013-12-31
Alaska,100,2013-12-31
Arizona,5,2013-12-31
Arkansas,0,2013-12-31
California,19,2013-12-31
Colorado,5,2013-12-31
Connecticut,27,2013-12-31
Delaware,42,2013-12-31
District of Columbia,14,2013-12-31
Florida,24,2013-12-31
Georgia,17,2013-12-31
Hawaii,0,2013-12-31
Idaho,0,2013-12-31
Illinois,24,2013-12-31
Indiana,14,2013-12-31
Iowa,23,2013-12-31
Kansas,9,2013-12-31
Kentucky,18,2013-12-31
Louisiana,0,2013-12-31
Maine,28,2013-12-31
Maryland,11,2013-12-31
Massachusetts,32,2013-12-31
Michigan,28,2013-12-31
Minnesota,15,2013-12-31
Mississippi,14,2013-12-31
Missouri,17,2013-12-31
Montana,0,2013-12-31
Nebraska,40,2013-12-31
Nevada,23,2013-12-31
New Hampshire,47,2013-12-31
New Jersey,17,2013-12-31
New Mexico,24,2013-12-31
New York,17,2013-12-31
North Carolina,38,2013-12-31
North Dakota,0,2013-12-31
Ohio,10,2013-12-31
Oklahoma,10,2013-12-31
Oregon,17,2013-12-31
Pennsylvania,21,2013-12-31
Rhode Island,31,2013-12-31
South Carolina,20,2013-12-31
South Dakota,56,2013-12-31
Tennessee,26,2013-12-31
Texas,8,2013-12-31
Utah,13,2013-12-31
Vermont,0,2013-12-31
Virginia,16,2013-12-31
Washington,4,2013-12-31
West Virginia,28,2013-12-31
Wisconsin,13,2013-12-31
Wyoming,86,2013-12-31
Alabama,19,2014-01-31
Alaska,94,2014-01-31
Arizona,18,2014-01-31
Arkansas,36,2014-01-31
California,35,2014-01-31
Colorado,38,2014-01-31
Connecticut,16,2014-01-31
Delaware,83,2014-01-31
District of Columbia,72,2014-01-31
Florida,21,2014-01-31
Georgia,30,2014-01-31
Hawaii,39,2014-01-31
Idaho,0,2014-01-31
Illinois,43,2014-01-31
Indiana,38,2014-01-31
Iowa,0,2014-01-31
Kansas,45,2014-01-31
Kentucky,17,2014-01-31
Louisiana,38,2014-01-31
Maine,52,2014-01-31
Maryland,21,2014-01-31
Massachusetts,31,2014-01-31
Michigan,43,2014-01-31
Minnesota,49,2014-01-31
Mississippi,28,2014-01-31
Missouri,0,2014-01-31
Montana,0,2014-01-31
Nebraska,35,2014-01-31
Nevada,22,2014-01-31
New Hampshire,0,2014-01-31
New Jersey,38,2014-01-31
New Mexico,0,2014-01-31
New York,36,2014-01-31
North Carolina,68,2014-01-31
North Dakota,100,2014-01-31
Ohio,36,2014-01-31
Oklahoma,0,2014-01-31
Oregon,52,2014-01-31
Pennsylvania,9,2014-01-31
Rhode Island,0,2014-01-31
South Carolina,35,2014-01-31
South Dakota,0,2014-01-31
Tennessee,11,2014-01-31
Texas,25,2014-01-31
Utah,0,2014-01-31
Vermont,0,2014-01-31
